global_step,wall_time_sec_since_prev_iter,loss
12981,0.33154538,1.65329468
12982,0.31596294,0.59752899
12983,0.31234286,0.75293815
12984,0.32866777,0.70289904
12985,0.31257942,0.85127825
12986,0.32780811,0.70627278
12987,0.32595424,0.71457851
12988,0.32773546,0.66318172
12989,0.28700490,0.62724447
12990,0.36178455,0.81453288
12991,0.35286995,0.97865289
12992,0.30677367,0.74071282
12993,0.35783355,0.76021230
12994,0.33948200,0.64012659
12995,0.36125850,0.63443470
12996,0.29893607,0.73097414
12997,0.36194878,0.66766983
12998,0.35938234,0.67807901
12999,0.31762120,0.56086236
13000,0.31265112,0.70254165
13001,0.36501936,0.85407120
13002,0.35835296,1.06303394
13003,0.36256485,0.61313128
13004,0.30546878,0.78716797
13005,0.33294431,0.95863038
13006,0.33892494,0.75921303
13007,0.29184084,0.61570340
13008,0.34781083,0.81380409
13009,0.40441108,0.79205781
13010,0.37095563,1.05558562
13011,0.33368050,0.70053798
13012,0.32860036,1.02732646
13013,0.28935611,0.70342779
13014,0.30127553,0.69287598
13015,0.27774322,0.64069504
13016,0.34712025,0.64312828
13017,0.31578651,0.63250369
13018,0.30207215,0.59696019
13019,0.31494796,0.92828196
13020,0.38745336,1.16076791
13021,0.36225700,0.73411119
13022,0.35633883,0.59400624
13023,0.28990483,0.74975479
13024,0.26745840,0.62808663
13025,0.31797206,0.67876291
13026,0.35081968,0.81912661
13027,0.35688067,1.20254564
13028,0.28730916,0.84415632
13029,0.30856766,1.10779071
13030,0.28726821,2.27559209
13031,0.31951483,0.99958014
13032,0.33464404,0.84233439
13033,0.29901233,0.73684019
13034,0.34719199,0.82403600
13035,0.27783018,0.66159415
13036,0.34088233,0.74246919
13037,0.29674994,1.05370355
13038,0.31864981,1.15923107
13039,0.30343431,1.58748686
13040,0.34217484,0.89732015
13041,0.34946752,0.83807415
13042,0.29394475,0.65705383
13043,0.29787306,0.58472151
13044,0.31172510,0.65900034
13045,0.31674472,0.80767220
13046,0.31674635,0.82804257
13047,0.31630159,0.79005438
13048,0.31556825,0.66726160
13049,0.34377231,1.49295795
13050,0.30218148,0.77644753
13051,0.32049332,0.79795188
13052,0.30292464,0.69394636
13053,0.27614727,0.63317949
13054,0.28863529,0.61349946
13055,0.29024923,1.15458071
13056,0.34853176,1.84463000
13057,0.28137989,1.51727080
13058,0.32716137,0.70570427
13059,0.32891635,0.61022478
13060,0.31423118,0.81520003
13061,0.32036351,0.80392468
13062,0.32202932,0.85502195
13063,0.28017747,0.79621196
13064,0.31554727,0.85561043
13065,0.26836210,0.71389949
13066,0.30572060,0.74104869
13067,0.27185844,1.02537501
13068,0.34420888,0.77096701
13069,0.32812392,0.55850559
13070,0.29144406,0.60854846
13071,0.30336551,0.60082644
13072,0.31215704,0.62256658
13073,0.30316952,1.27282035
13074,0.29197563,0.98420566
13075,0.30607673,0.70315057
13076,0.33638362,0.91331214
13077,0.29742284,0.74422115
13078,0.29594560,0.76625842
13079,0.33877240,1.52745116
13080,0.32299123,0.72817820
13081,0.28166302,1.01862121
13082,0.36453224,0.60011792
13083,0.34244829,0.77135921
13084,0.30359868,0.59301972
13085,0.30428800,0.59817958
13086,0.33717341,0.59325981
13087,0.30445738,0.67899710
13088,0.38458506,0.78746825
13089,0.36645030,0.85547596
13090,0.30743957,0.72591656
13091,0.30823661,0.84766769
13092,0.29618178,0.66110152
13093,0.28123953,0.61886096
13094,0.29338371,0.64302921
13095,0.30171982,0.69528669
13096,0.32691466,0.75477481
13097,0.27997639,0.82294470
13098,0.30090175,0.71037656
13099,0.30086943,1.24498630
13100,0.28821627,0.66667968
13101,0.30854400,1.66201055
13102,0.29604549,0.63203430
13103,0.28474198,0.99571812
13104,0.32055065,0.66677582
13105,0.34603712,0.72242701
13106,0.36302188,1.02190816
13107,0.32720661,0.63959229
13108,0.34446683,0.79986501
13109,0.27365391,0.75352812
13110,0.30135105,0.68212157
13111,0.31760485,0.62856644
13112,0.32184397,0.91736013
13113,0.32209960,0.73769343
13114,0.29230610,0.59070086
13115,0.32704192,0.58045214
13116,0.36269440,0.74994898
13117,0.33920514,0.95380098
13118,0.30924228,0.79436338
13119,0.40372206,0.63864309
13120,0.33281523,2.19583321
13121,0.34481921,0.70927918
13122,0.33967545,0.83328760
13123,0.33467674,0.61318129
13124,0.35901429,0.97673243
13125,0.34252275,0.68122369
13126,0.36735758,0.76913244
13127,0.35789162,0.87292683
13128,0.34901386,0.62647295
13129,0.31310774,0.80055010
13130,0.28949906,0.65714395
13131,0.28853394,0.60508871
13132,0.44288795,0.60594159
13133,0.31993474,0.85832185
13134,0.42830355,0.80935365
13135,0.36182785,0.62705809
13136,0.37973445,1.67495334
13137,0.30892825,0.64702189
13138,0.38697190,0.62890357
13139,0.37726769,1.04330790
13140,0.34891221,0.75180030
13141,0.44197490,0.57680863
13142,0.39919677,0.61504716
13143,0.37758770,0.69729799
13144,0.31358211,0.95529884
13145,0.38490014,0.94105822
13146,0.38776237,0.70924902
13147,0.39288684,1.23566914
13148,0.33158446,0.81966245
13149,0.33082963,0.59640372
13150,0.36352612,0.66747922
13151,0.34555953,0.70862478
13152,0.32449760,0.85603195
13153,0.34346157,0.67872792
13154,0.34993296,0.69321406
13155,0.37239909,0.97094935
13156,0.35350301,0.61706215
13157,0.34679330,0.66411877
13158,0.37100080,0.61859137
13159,0.33959333,0.78289360
13160,0.38924527,0.67141676
13161,0.37556462,0.75119847
13162,0.33486764,0.65283906
13163,0.30977723,0.71400321
13164,0.34398975,0.57087171
13165,0.29875727,0.61441416
13166,0.37064132,0.80354047
13167,0.30612770,1.01395214
13168,0.30999424,3.63316131
13169,0.29016618,0.69307882
13170,0.31840023,0.65415186
13171,0.30640697,1.03907120
13172,0.36054935,0.77772009
13173,0.30137747,0.94599879
13174,0.27913162,0.92827457
13175,0.30116802,1.33715177
13176,0.33067510,0.80985701
13177,0.33745093,0.78247684
13178,0.34999050,0.78656161
13179,0.39619603,0.71768475
13180,0.30379437,0.58946264
13181,0.35827907,0.73226202
13182,0.28935734,0.70217150
13183,0.35852141,0.93743181
13184,0.29512565,1.00035262
13185,0.30620641,0.58713365
13186,0.36932916,0.61890966
13187,0.35158465,0.65820599
13188,0.33870939,0.78740710
13189,0.30189358,1.66264021
13190,0.32460165,0.79401565
13191,0.30416599,1.41258013
13192,0.33872174,0.58919960
13193,0.33472948,0.56416273
13194,0.32765037,0.94823498
13195,0.33553336,0.63840365
13196,0.31579152,0.68447793
13197,0.29901947,0.64396966
13198,0.31074099,0.70084387
13199,0.32850625,1.60111463
13200,0.31047197,0.93916035
13201,0.28020478,0.65271086
13202,0.33310242,0.71245414
13203,0.26634933,0.56084883
13204,0.30558544,0.71337545
13205,0.34813060,0.81415373
13206,0.30858264,0.86960989
13207,0.34981441,0.66933250
13208,0.33284448,0.96801347
13209,0.28032829,0.87157816
13210,0.29119451,0.62960529
13211,0.30034754,0.77809715
13212,0.32729057,0.85570329
13213,0.30973129,1.20532608
13214,0.31547853,0.67149931
13215,0.30903611,0.73518562
13216,0.32478600,0.89079136
13217,0.32680086,0.61677003
13218,0.31754129,0.58132726
13219,0.31114327,0.70146346
13220,0.32244959,0.69510782
13221,0.32524247,0.75222868
13222,0.33169592,1.22493362
13223,0.34852175,0.86545867
13224,0.33242948,0.59164721
13225,0.38344687,1.03527403
13226,0.45485011,0.78657842
13227,0.34351942,1.11530316
13228,0.39462034,1.96550322
13229,0.33470703,0.65533412
13230,0.31253707,1.02396107
13231,0.37343222,0.74819964
13232,0.32487674,0.76736104
13233,0.35057512,1.11162901
13234,0.33905143,1.27712345
13235,0.28959355,2.02653408
13236,0.39644545,0.63574171
13237,0.36236518,1.00589287
13238,0.31281247,0.92638659
13239,0.31248628,0.62759364
13240,0.35796981,0.76782143
13241,0.33372721,0.86835408
13242,0.34615153,0.58923006
13243,0.31917169,0.93692070
13244,0.35215518,0.65789181
13245,0.31963384,2.19414735
13246,0.37675466,0.71405107
13247,0.33249918,1.36235774
13248,0.31345014,0.80035281
13249,0.37401747,0.76197475
13250,0.34797416,0.99291396
13251,0.30459501,0.86357450
13252,0.30128105,1.49684405
13253,0.32043651,0.61427957
13254,0.29580133,0.78807455
13255,0.33765914,0.96714401
13256,0.39660098,0.72717381
13257,0.32408525,1.00289071
13258,0.29554949,2.18019938
13259,0.32106322,0.77408022
13260,0.32804636,0.59598291
13261,0.30905010,0.81257820
13262,0.31820523,0.81776994
13263,0.33316672,0.81063789
13264,0.31570190,0.64239019
13265,0.33826955,0.84280527
13266,0.34023763,0.57902181
13267,0.32876010,2.77542663
13268,0.29310821,0.84925544
13269,0.31099427,1.02845812
13270,0.32373657,1.02806830
13271,0.37268055,0.90150398
13272,0.29513379,0.65249282
13273,0.38922331,0.72409934
13274,0.38086284,1.12595463
13275,0.33031109,0.79203922
13276,0.38471390,0.74415952
13277,0.35468741,0.70014733
13278,0.35890659,0.85802370
13279,0.32850479,0.76879567
13280,0.37722977,0.62990564
13281,0.38463085,0.59726441
13282,0.34693391,0.87661445
13283,0.38208578,4.62588501
13284,0.39473137,0.67880207
13285,0.34817444,1.08800030
13286,0.35033243,0.63933003
13287,0.31964424,0.62373632
13288,0.38028115,1.32861495
13289,0.31618329,1.56648791
13290,0.38416943,0.56113881
13291,0.32108395,0.80197293
13292,0.31572015,0.78282279
13293,0.33999651,0.57946718
13294,0.31599701,0.90952122
13295,0.34231908,0.74356383
13296,0.31685139,0.63166887
13297,0.33533971,0.69999194
13298,0.30342163,0.78467435
13299,0.32185918,0.63418639
13300,0.30745707,0.56570667
13301,0.32939566,0.73914933
13302,0.32711073,0.69526958
13303,0.34174742,0.72000045
13304,0.32626406,0.70044643
13305,0.31311070,0.78167689
13306,0.30885048,0.54835439
13307,0.31774707,1.21839440
13308,0.28844155,0.94560474
13309,0.30321828,0.74977851
13310,0.32900449,1.40342510
13311,0.32183872,0.56472212
13312,0.32153601,0.76514643
13313,0.32051870,0.95016950
13314,0.36045795,0.73456484
13315,0.40994837,0.63143146
13316,0.38651985,0.63644397
13317,0.36160354,0.76286221
13318,0.34419163,0.84193385
13319,0.33588015,0.76355517
13320,0.32118790,0.94762456
13321,0.28944873,0.69855523
13322,0.33122941,0.65853220
13323,0.32841502,0.86609727
13324,0.29906286,0.62445009
13325,0.33307271,0.76948422
13326,0.35028777,1.20920372
13327,0.30561331,0.76625717
13328,0.31630489,1.63143647
13329,0.31300401,0.70631713
13330,0.30714187,0.73400533
13331,0.31925259,0.60973370
13332,0.33374064,0.67785335
13333,0.30576446,0.82866561
13334,0.34231905,1.23123693
13335,0.34014603,0.79839534
13336,0.37969890,1.39309144
13337,0.31825627,0.64889294
13338,0.35856404,0.75837761
13339,0.35296428,0.83451760
13340,0.40851062,0.78826755
13341,0.38442860,0.74935901
13342,0.36146941,0.61319399
13343,0.32368147,0.72280598
13344,0.42375005,0.75188047
13345,0.37150619,0.67916948
13346,0.35203101,0.86976844
13347,0.34895217,0.68857980
13348,0.48198140,0.67609900
13349,0.33337855,0.94370604
13350,0.37584473,0.70856762
13351,0.35219503,0.70916957
13352,0.36135145,0.74003792
13353,0.35552744,0.60410273
13354,0.32934174,1.04146194
13355,0.31299306,0.87504494
13356,0.42913025,0.71923906
13357,0.43248092,0.93933690
13358,0.34994542,0.58130062
13359,0.39821601,0.59676176
13360,0.37470423,0.88098204
13361,0.38148223,0.69046706
13362,0.37382431,0.68008077
13363,0.36811427,0.79212987
13364,0.30328712,0.59419894
13365,0.31717496,1.14584684
13366,0.41053626,0.82182020
13367,0.34049657,0.67635661
13368,0.33147894,0.62871206
13369,0.33708858,1.13166082
13370,0.31984458,0.64437109
13371,0.32046131,0.79183036
13372,0.34367234,0.77220267
13373,0.31402547,0.62624425
13374,0.34694653,1.19941843
13375,0.32538019,0.85512018
13376,0.34589569,0.85870492
13377,0.31122733,0.74571174
13378,0.33710994,0.83250087
13379,0.31155375,0.92471164
13380,0.36651604,0.73573571
13381,0.33775571,0.81736374
13382,0.31661789,0.67526591
13383,0.39230756,0.63968819
13384,0.34473439,0.73860693
13385,0.35777371,1.31718028
13386,0.35772216,1.16536903
13387,0.33458197,0.68175113
13388,0.32502035,0.63573408
13389,0.37221259,0.65401983
13390,0.35073009,0.71333480
13391,0.33375085,0.91874427
13392,0.32120958,0.60123783
13393,0.33983460,1.23690927
13394,0.29893864,0.62175971
13395,0.29994705,0.61499274
13396,0.37786116,0.69890183
13397,0.30303655,0.61633885
13398,0.30934029,1.04974473
13399,0.31043321,0.64110076
13400,0.32360456,0.95138484
13401,0.33767020,0.75853825
13402,0.37481032,0.65681142
13403,0.35346414,1.02243674
13404,0.30362611,0.84440082
13405,0.37796453,0.70282906
13406,0.43926018,0.61307359
13407,0.36918416,1.02208614
13408,0.39438823,0.60466290
13409,0.39185859,0.89359617
13410,0.35732284,0.73057157
13411,0.37872494,0.80206394
13412,0.38674375,0.76922965
13413,0.34648020,0.72502035
13414,0.34548507,0.59429389
13415,0.35333616,0.82731384
13416,0.43368297,0.73587638
13417,0.34662875,0.75032634
13418,0.34022390,0.69687015
13419,0.33157691,0.68331522
13420,0.34705130,1.16694176
13421,0.33168271,0.74213338
13422,0.32422428,0.95349330
13423,0.36658036,0.63698792
13424,0.42049319,0.84147525
13425,0.37880294,0.92990679
13426,0.39535342,0.69204545
13427,0.35814833,0.77409238
13428,0.44650089,0.71122050
13429,0.37950230,0.93156499
13430,0.33224534,0.78858066
13431,0.37875978,0.59740680
13432,0.35196467,1.09728932
13433,0.30305273,0.82702315
13434,0.35602055,0.63767040
13435,0.33347590,0.79435819
13436,0.32748487,0.68007839
13437,0.31307110,1.32560146
13438,0.30822186,0.55681849
13439,0.36125392,0.96436590
13440,0.35461029,0.78522235
13441,0.34803123,0.71162260
13442,0.34431602,0.82816660
13443,0.33289643,0.65669638
13444,0.34982970,0.62373745
13445,0.33569009,0.65104914
13446,0.32941827,0.70923293
13447,0.28895289,0.62456912
13448,0.32749675,0.84414846
13449,0.28754368,0.67121172
13450,0.32223008,0.70483375
13451,0.35680326,0.75484008
13452,0.33780805,0.88809443
13453,0.40029383,0.80786794
13454,0.40265112,0.84073484
13455,0.40395565,0.72019231
13456,0.32234560,0.66737282
13457,0.33222981,0.62561393
13458,0.35878038,0.62910968
13459,0.30036561,0.70522714
13460,0.36415921,0.64523554
13461,0.36421279,0.75128323
13462,0.34808363,0.99561316
13463,0.32296445,0.71901095
13464,0.36700823,1.11709344
13465,0.34983595,0.87974137
13466,0.43602288,1.22271061
13467,0.37822727,0.74577171
13468,0.34868532,1.55531979
13469,0.37729839,2.18570662
13470,0.37579647,0.65584832
13471,0.34892541,0.67139226
13472,0.33726739,1.18229377
13473,0.34977081,0.67753047
13474,0.35156192,0.69448572
13475,0.32613929,0.69875461
13476,0.37045967,0.74876744
13477,0.37059692,0.72359377
13478,0.32385447,0.71428204
13479,0.29889472,0.58658493
13480,0.33958855,0.67099553
13481,0.32296639,0.58237439
13482,0.35955745,0.65275067
13483,0.32718184,0.58835620
13484,0.39668894,0.80089355
13485,0.33198605,0.93041855
13486,0.36740866,0.73423976
13487,0.33410859,0.57710785
13488,0.36041788,0.92218304
13489,0.32711911,0.92348760
13490,0.33747560,0.73616004
13491,0.33128719,0.70702970
13492,0.35581097,0.75679821
13493,0.30627031,0.56830627
13494,0.30954808,1.24817836
13495,0.29586077,1.36454558
13496,0.33412228,0.63971752
13497,0.37478389,0.86227161
13498,0.35849042,0.75361657
13499,0.35357242,0.62563843
13500,0.32241916,0.78803939
13501,0.31053364,0.62028641
13502,0.31674832,1.02643597
13503,0.33599413,0.82410818
13504,0.36226803,1.25707662
13505,0.30108180,0.73882294
13506,0.35308862,1.06716657
13507,0.35761854,0.68852669
13508,0.37221817,0.75617456
13509,0.33894574,0.62914997
13510,0.35776346,0.95208228
13511,0.36559289,1.37485313
13512,0.32593000,0.95386112
13513,0.32213775,0.85096431
13514,0.39653696,0.80163687
13515,0.37476246,1.00233448
13516,0.36924369,0.84819567
13517,0.32791607,0.60986710
13518,0.33407827,0.65939850
13519,0.29460091,1.53364086
13520,0.40139325,0.56371832
13521,0.31159190,0.72873974
13522,0.34710309,1.35755610
13523,0.37008310,0.58795196
13524,0.31454058,1.26828527
13525,0.35301058,2.72251487
13526,0.39746054,0.90035540
13527,0.32659950,1.01249611
13528,0.30181513,1.48040235
13529,0.30412549,0.71998483
13530,0.30969408,3.28654194
13531,0.30993258,0.69614422
13532,0.34032725,0.62056398
13533,0.32192913,0.97576046
13534,0.39678305,0.68208981
13535,0.34336968,0.83759046
13536,0.40697799,0.77658433
13537,0.27955632,1.69947886
13538,0.28418130,0.66555333
13539,0.31187010,0.82378131
13540,0.33720111,0.70003724
13541,0.29692276,0.60335547
13542,0.31675508,0.86637515
13543,0.37793777,1.25361800
13544,0.30637407,0.67805839
13545,0.31080433,2.22497535
13546,0.31611743,0.71035480
13547,0.31662763,0.63676423
13548,0.34047512,0.79663277
13549,0.35757219,0.62005270
13550,0.31958147,0.61069417
13551,0.30901948,0.84225041
13552,0.35992709,0.72001868
13553,0.34434112,1.07320821
13554,0.35494055,0.70986229
13555,0.32227472,0.74014622
13556,0.34612323,0.84771425
13557,0.30872408,0.82440937
13558,0.30800144,0.61984223
13559,0.28902487,0.88046038
13560,0.36014279,0.77272278
13561,0.31388628,1.02530074
13562,0.31786126,0.64678091
13563,0.37526186,0.63111538
13564,0.28486863,2.08743501
13565,0.37695038,0.62283218
13566,0.39157257,0.63870978
13567,0.42782441,0.68557805
13568,0.33691845,1.83414114
13569,0.38628658,0.75119197
13570,0.30867538,2.06624603
13571,0.32082005,0.71647990
13572,0.29124480,0.71047682
13573,0.32830967,0.70377946
13574,0.31296651,0.66050041
13575,0.35922747,0.86325973
13576,0.39819029,1.20138705
13577,0.36594147,0.79881757
13578,0.32368399,0.86184043
13579,0.32535898,1.03443277
13580,0.33816581,0.65975708
13581,0.32773885,0.89585090
13582,0.34191514,0.62000060
13583,0.33155503,0.86831790
13584,0.35243987,0.85877144
13585,0.36609129,0.71234286
13586,0.37076493,0.66246569
13587,0.36591717,1.05567896
13588,0.32916591,0.65631670
13589,0.35037124,2.88821721
13590,0.34062862,0.96792918
13591,0.33727827,0.65899879
13592,0.35254603,0.65796930
13593,0.35662517,0.85703063
13594,0.41349581,1.23979545
13595,0.35913443,0.84202623
13596,0.38085907,0.86162567
13597,0.32344114,0.74776602
13598,0.39638785,0.58013064
13599,0.33582589,0.66394061
13600,0.32089022,0.61584938
13601,0.29313819,0.74556977
13602,0.32412822,1.75158763
13603,0.33084409,0.97150284
13604,0.35682766,0.77367085
13605,0.31696116,0.82175750
13606,0.34448289,0.78365773
13607,0.33322232,0.78458416
13608,0.33885169,0.98259801
13609,0.31258218,0.74475563
13610,0.34151611,1.79486156
13611,0.33161256,0.59852880
13612,0.37411082,0.73380834
13613,0.31846638,0.60218114
13614,0.34345043,0.78334653
13615,0.31237731,0.79073888
13616,0.34105060,1.54684103
13617,0.31781721,0.94299030
13618,0.30788376,0.76672328
13619,0.31742891,0.69768846
13620,0.32714743,0.67064029
13621,0.34128103,0.58831447
13622,0.30792085,0.73220915
13623,0.30592309,0.73267859
13624,0.38580218,1.23474896
13625,0.37938798,0.77336323
13626,0.38513123,0.66002673
13627,0.40799307,0.62741399
13628,0.36070470,0.60179389
13629,0.35229897,1.19701529
13630,0.30790639,0.70434278
13631,0.33231738,0.87130630
13632,0.38188013,0.71319503
13633,0.35542050,0.91422713
13634,0.32605763,0.66118699
13635,0.31480437,0.88352752
13636,0.30699372,0.80179799
13637,0.27737171,0.60551059
13638,0.34262565,1.26636267
13639,0.28244650,0.63762152
13640,0.31728683,0.70480037
13641,0.34400242,0.72407401
13642,0.31507848,0.79828864
13643,0.31379221,0.83998430
13644,0.30053911,0.97667706
13645,0.27829455,0.64005810
13646,0.31310966,0.73075634
13647,0.31238703,1.25817883
13648,0.32354308,0.57598054
13649,0.30505110,0.71717107
13650,0.31130123,0.89260858
13651,0.29334021,0.57215571
13652,0.30114257,0.62737125
13653,0.31523204,0.68954241
13654,0.32501803,0.79892409
13655,0.32348657,0.64309353
13656,0.33164999,0.76454157
13657,0.31820412,0.77754194
13658,0.32311447,1.01098061
13659,0.30948433,0.81179255
13660,0.33634928,0.84188086
13661,0.41633245,1.06459522
13662,0.39634131,0.64524412
13663,0.33084813,0.52975285
13664,0.34691066,0.61534190
13665,0.34499071,0.88779920
13666,0.43914708,0.64737558
13667,0.48843398,0.63366020
13668,0.44116203,0.65223002
13669,0.42966235,0.81330198
13670,0.41387008,1.11622620
13671,0.40027004,0.62697583
13672,0.32598659,0.64971304
13673,0.31204050,0.70055127
13674,0.29945811,0.72526479
13675,0.29652487,0.80644196
13676,0.35909841,1.04171824
13677,0.32454587,0.66779459
13678,0.28916265,1.03149068
13679,0.31456532,0.82402438
13680,0.28596847,2.58322883
13681,0.32674363,0.70948547
13682,0.33294481,0.58654827
13683,0.31615524,1.15037572
13684,0.30872360,1.64454567
13685,0.29711539,1.01052344
13686,0.32880679,0.68456054
13687,0.34666741,0.98205400
13688,0.30150306,0.75415260
13689,0.29298381,1.02811992
13690,0.31402730,0.63012671
13691,0.36680149,0.81458902
13692,0.32472520,1.07274854
13693,0.35816180,0.76014936
13694,0.31066139,0.74032259
13695,0.29507153,0.91834807
13696,0.34807018,0.94723946
13697,0.36154728,1.16005063
13698,0.34319421,0.59516859
13699,0.36701557,0.81189400
13700,0.40832486,1.22728980
13701,0.37217612,0.58408141
13702,0.34524137,5.09084368
13703,0.31953211,0.74943757
13704,0.29365843,1.46968865
13705,0.32725860,0.70540875
13706,0.31652566,0.61981422
13707,0.28140950,0.78125525
13708,0.31220649,1.48193109
13709,0.37100257,1.49899387
13710,0.38353417,0.58664018
13711,0.30606793,0.72964466
13712,0.28238347,0.68115973
13713,0.28818091,0.91259074
13714,0.29969791,0.64224142
13715,0.27788946,0.72025490
13716,0.35645955,0.87032473
13717,0.35020901,0.67980582
13718,0.31112536,0.72172886
13719,0.33275661,0.82575727
13720,0.31915212,2.58635259
13721,0.33210573,0.70041758
13722,0.33688942,0.72144657
13723,0.31139268,0.80845886
13724,0.30468917,0.97081345
13725,0.29728886,0.75890213
13726,0.33609532,1.23729622
13727,0.27735105,2.25214791
13728,0.31383180,0.82021546
13729,0.31366470,0.78232807
13730,0.29104455,0.62155366
13731,0.31583376,0.73296225
13732,0.33825195,0.79895401
13733,0.35063227,0.68823034
13734,0.39139343,0.64426666
13735,0.34587951,0.67151546
13736,0.33996899,0.61950487
13737,0.35652423,0.69417477
13738,0.32078302,0.68703181
13739,0.36106659,0.61082649
13740,0.29928159,0.78475994
13741,0.30471933,0.60766387
13742,0.34325764,0.80079520
13743,0.33730143,0.67259181
13744,0.29815198,0.88391328
13745,0.35786528,0.70751226
13746,0.41826787,1.04008126
13747,0.45359712,1.35973978
13748,0.31996304,0.67052978
13749,0.34937244,0.86892229
13750,0.35581642,0.69931865
13751,0.28982745,0.61187190
13752,0.28410191,0.80357295
13753,0.32134444,0.72653496
13754,0.31806734,0.67434180
13755,0.34129117,0.82452452
13756,0.37786249,0.64694780
13757,0.33249633,0.63285106
13758,0.35241128,0.62031943
13759,0.36754649,0.88128209
13760,0.34175952,0.83905977
13761,0.31358139,0.80863905
13762,0.32647713,0.61902314
13763,0.32679667,1.13989377
13764,0.32063425,0.62208796
13765,0.39600149,0.78967893
13766,0.33061948,0.59197879
13767,0.38424091,0.59336060
13768,0.31663745,0.71841842
13769,0.34802406,0.80729485
13770,0.30711469,1.00799131
13771,0.35409402,0.61877859
13772,0.34622451,1.16776955
13773,0.32101768,1.24150836
13774,0.32700112,1.21814537
13775,0.32701343,0.71010709
13776,0.37903530,1.02229643
13777,0.33557640,0.67366636
13778,0.33680834,0.81326652
13779,0.35149337,0.58668023
13780,0.31153934,0.54690212
13781,0.35367835,0.82637447
13782,0.33035672,0.65089732
13783,0.35738758,1.00320709
13784,0.33153304,0.62839955
13785,0.34595383,1.50068915
13786,0.36482590,0.86927837
13787,0.32789745,0.84620714
13788,0.33372869,0.81806493
13789,0.32617323,0.84286052
13790,0.31867072,0.99244076
13791,0.33014247,0.82419860
13792,0.33046679,0.74492055
13793,0.31428190,0.55170518
13794,0.33255125,0.81454045
13795,0.32406639,0.68353295
13796,0.36401420,1.13820672
13797,0.34506837,0.69620603
13798,0.37199632,0.73605990
13799,0.30517365,0.66925687
13800,0.29959391,0.73618698
13801,0.31124839,0.77652502
13802,0.30971278,0.97894549
13803,0.34562044,0.59370267
13804,0.28666649,1.16912878
13805,0.31190906,0.86317670
13806,0.34757572,0.65926439
13807,0.31263739,0.72003078
13808,0.34080792,0.80907613
13809,0.32396431,0.96635091
13810,0.30798918,0.98846895
13811,0.36770625,0.74367219
13812,0.34398532,0.62656289
13813,0.34414883,1.11553693
13814,0.29494987,1.07082629
13815,0.32754910,0.92484134
13816,0.41061296,0.61159939
13817,0.32503048,1.01703131
13818,0.32265604,0.66868508
13819,0.32560865,0.77795833
13820,0.33224470,1.02041924
13821,0.29622836,1.88596249
13822,0.29714198,0.56345141
13823,0.30269784,0.60648894
13824,0.29368554,0.66134542
13825,0.31299810,0.69912785
13826,0.38814002,0.98210496
13827,0.28866185,1.79757047
13828,0.37413107,0.51479208
13829,0.33571259,0.89663768
13830,0.34054745,0.68793231
13831,0.39572445,0.59757590
13832,0.37748216,0.66493869
13833,0.33501829,0.79534680
13834,0.40271390,1.05389404
13835,0.33647818,0.67038018
13836,0.40732351,0.70162904
13837,0.36048327,1.23098958
13838,0.31784435,5.02401733
13839,0.32899559,0.69533730
13840,0.31539196,3.05953312
13841,0.33664849,0.96939206
13842,0.31722428,0.97806776
13843,0.34545891,1.20724809
13844,0.37160830,0.83166546
13845,0.31878179,1.11685884
13846,0.30812676,0.78419834
13847,0.29764480,0.77118015
13848,0.30048685,0.84874308
13849,0.34327994,0.90103453
13850,0.34877300,0.81383443
13851,0.38453396,0.62766349
13852,0.41336462,0.65954262
13853,0.31822957,0.89581269
13854,0.35940226,1.04396808
13855,0.30198284,0.73548591
13856,0.34596226,0.69713587
13857,0.29544532,0.80492592
13858,0.31362158,0.74988639
13859,0.31614964,0.89076209
13860,0.28283882,0.59175837
13861,0.33991308,0.67016864
13862,0.34785950,0.71690619
13863,0.66476497,0.73861152
13864,0.34098664,0.69503552
13865,0.41853414,0.68889862
13866,0.35062012,0.80710655
13867,0.34234439,0.85693550
13868,0.30747229,0.77820402
13869,0.29051385,1.50676680
13870,0.33082408,0.56210256
13871,0.33387062,0.75886220
13872,0.30717328,0.72434831
13873,0.35078709,0.77482253
13874,0.35341858,0.59250069
13875,0.29769964,0.84739137
13876,0.34541083,0.58249223
13877,0.27987237,0.80207980
13878,0.36077742,0.88662618
13879,0.32103602,0.94062227
13880,0.31400536,0.73304802
13881,0.31083071,2.30441022
13882,0.33216116,0.74195200
13883,0.33466414,0.82049942
13884,0.31150175,0.54429317
13885,0.32870555,1.19350076
13886,0.38258781,0.82813478
13887,0.33943850,0.62549525
13888,0.32556425,1.58241808
13889,0.32997453,0.97997272
13890,0.34244669,0.71889472
13891,0.35423578,0.59877527
13892,0.36026376,0.67004013
13893,0.33603265,0.67215061
13894,0.29382524,0.85560888
13895,0.29635818,0.72677273
13896,0.34491650,0.86356813
13897,0.30390503,0.65577269
13898,0.29978216,0.67386693
13899,0.34058152,1.10554075
13900,0.34048755,0.68881476
13901,0.29807398,0.71795768
13902,0.31222726,0.73275572
13903,0.33597668,0.63928264
13904,0.34877276,0.93839717
13905,0.35555994,0.75510448
13906,0.42302461,0.74479187
13907,0.35105463,0.67717677
13908,0.30779440,0.79884648
13909,0.33121912,0.66895413
13910,0.38122502,0.87976712
13911,0.36400548,0.73370916
