global_step,wall_time_sec_since_prev_iter,loss
80,0.34459389,1.01995337
81,0.33466351,0.71791899
82,0.33495841,1.04555953
83,0.31565409,0.81268895
84,0.33609391,0.76782644
85,0.32082304,0.73768598
86,0.31688150,0.79697657
87,0.32417354,0.72552967
88,0.33699525,0.63726985
89,0.32213355,0.68422878
90,0.29641143,0.73770171
91,0.28881625,1.01043630
92,0.38501449,0.85271621
93,0.34522592,0.60491592
94,0.33811189,1.13767135
95,0.41268373,1.08189011
96,0.39695996,0.74156433
97,0.32733337,0.80698562
98,0.30578008,0.79400885
99,0.28333935,1.42792678
100,0.38689648,0.97375119
101,0.38203806,0.55608064
102,0.36123665,0.72980249
103,0.30954290,0.66651481
104,0.32890036,0.61355430
105,0.31409212,0.74651951
106,0.33742317,0.80871636
107,0.34925513,0.91037744
108,0.34171734,1.57257116
109,0.37298376,0.57198220
110,0.33940049,0.71840400
111,0.36959720,0.53024536
112,0.34114892,0.92334384
113,0.35307929,0.86955833
114,0.31605285,0.88967669
115,0.34260504,0.54350966
116,0.36603700,0.61117423
117,0.37081107,0.65315533
118,0.38387066,0.75830537
119,0.34804444,0.62952191
120,0.32012702,0.65540415
121,0.30398424,1.93145895
122,0.35285848,0.79594535
123,0.34942649,0.79725569
124,0.37967956,0.83394974
125,0.29385092,1.02767062
126,0.40772073,0.65647334
127,0.34868437,0.63297540
128,0.32572913,0.86899865
129,0.30020544,0.89564651
130,0.32616341,1.01944971
131,0.34220580,0.77380216
132,0.31471801,0.67698330
133,0.27943366,1.05960941
134,0.31721035,0.68179035
135,0.33072098,0.83332771
136,0.38713712,0.66773343
137,0.31697950,0.73161262
138,0.33847757,1.12354243
139,0.33875083,0.70369470
140,0.31725927,0.73341435
141,0.32748165,0.75912064
142,0.34681484,0.73280430
143,0.30061737,0.62215829
144,0.31745434,0.79443574
145,0.28573373,0.89548892
146,0.31563599,0.80361855
147,0.36915273,1.78118634
148,0.33603206,0.81199735
149,0.27474798,1.76833427
150,0.37329264,0.65733898
151,0.33757828,1.09488785
152,0.29661045,0.59627622
153,0.30749426,1.06026745
154,0.28483363,0.72473210
155,0.34503707,0.71838999
156,0.32827251,0.84076148
157,0.34116352,1.03391707
158,0.31251699,0.63586944
159,0.30863364,0.85711080
160,0.30303739,0.61498350
161,0.31749233,0.88553035
162,0.35465568,0.74535942
163,0.34150349,0.66854960
164,0.31628240,0.91959739
165,0.36751024,0.66179591
166,0.37682720,1.01686716
167,0.34605018,0.63212186
168,0.31211881,0.57840908
169,0.36704353,1.13728225
170,0.37272743,0.72750950
171,0.33393227,0.93345451
172,0.32978116,0.92762011
173,0.32020833,0.77533680
174,0.31174408,0.77448827
175,0.26496010,0.58598912
176,0.35395151,0.72380453
177,0.28445540,0.79313636
178,0.32297409,1.06193256
179,0.29713682,0.71168172
180,0.34394099,0.65291494
181,0.31357792,1.01053298
182,0.32903756,0.85722607
183,0.32960994,0.75184047
184,0.32630124,0.75520396
185,0.33148777,0.58418626
186,0.35586107,0.65976673
187,0.31293862,0.75506186
188,0.30287697,0.83696795
189,0.28246560,0.82152838
190,0.36677528,0.65874910
191,0.34631400,0.77953166
192,0.32065843,0.67630124
193,0.34369307,0.94688863
194,0.30037724,1.14517522
195,0.27820930,0.67772710
196,0.32959421,0.79699618
197,0.30607764,0.86237603
198,0.31647113,0.69909596
199,0.30831636,0.95335233
200,0.31389657,1.24499905
201,0.32280293,0.70919532
202,0.33850221,0.80283189
203,0.30942432,0.56285119
204,0.33820143,0.56748140
205,0.29938496,0.69250000
206,0.32615683,0.93935668
207,0.31625240,0.75111467
208,0.29612000,0.56002724
209,0.29332793,0.80967200
210,0.31953880,1.16301835
211,0.32321656,0.74643034
212,0.29531480,0.75433147
213,0.30525056,0.65280622
214,0.34086829,0.70725578
215,0.32350176,0.78412461
216,0.30947694,0.78938758
217,0.30233504,0.77859050
218,0.33988055,0.75141931
219,0.32565911,0.62267542
220,0.35072818,1.04537559
221,0.34492207,1.28514194
222,0.30157719,0.98804802
223,0.29459473,0.85650921
224,0.28701862,0.69913912
225,0.36174724,0.64763927
226,0.37233311,0.57327676
227,0.35494735,0.83243155
228,0.30444297,0.77067435
229,0.28531452,0.61253315
230,0.31243736,0.70616990
231,0.29560273,1.47607672
232,0.34101720,0.97682750
233,0.28715430,0.77464747
234,0.29069573,1.63305354
235,0.28281035,0.67089236
236,0.33733699,0.70721978
237,0.31252746,0.97714812
238,0.29147875,0.66857243
239,0.34964016,0.61097419
240,0.35698396,0.98194546
241,0.31869738,0.80540907
242,0.31850084,0.68026125
243,0.27775330,1.01795483
244,0.29887472,0.73155212
245,0.27875492,1.21546757
246,0.34705492,0.98010433
247,0.31941119,0.65828997
248,0.31928759,0.85485339
249,0.31266580,1.01898003
250,0.28564329,0.84237826
251,0.29745131,0.88601297
252,0.28349294,0.57724631
253,0.28172871,0.85585076
254,0.30477394,0.62561816
255,0.35054066,0.78944278
256,0.37497727,0.97069716
257,0.33384023,0.77039725
258,0.34614902,1.02759314
259,0.43841864,0.68817520
260,0.33444465,0.69143003
261,0.38830372,0.84524155
262,0.39957395,0.65207094
263,0.35594731,0.78532302
264,0.41719374,1.35555220
265,0.32892140,0.80660194
266,0.46249199,0.64196128
267,0.41905558,0.63608551
268,0.37748480,0.96414137
269,0.38236050,0.90555084
270,0.35546765,0.71026522
271,0.40055803,0.62366414
272,0.40426014,0.67318571
273,0.36742367,1.22219753
274,0.35609019,0.67987764
275,0.33722735,0.76980788
276,0.36525521,0.78205836
277,0.36211931,0.76248020
278,0.32358627,0.84884316
279,0.34603606,0.50984961
280,0.30387398,0.55259734
281,0.34253303,1.47092152
282,0.33699039,1.51631701
283,0.32269324,0.67223912
284,0.30400646,0.77328420
285,0.30402790,1.02598774
286,0.37938367,2.96913242
287,0.36009650,0.78533602
288,0.30785311,0.68999153
289,0.37331295,0.56609535
290,0.33257933,0.57318282
291,0.30549620,1.22468734
292,0.31027063,0.96923769
293,0.36572109,0.94449228
294,0.33351802,0.61057562
295,0.28850737,1.44619226
296,0.34297912,0.89386684
297,0.33175222,1.43979418
298,0.34064980,1.36932695
299,0.35469004,0.75263572
300,0.35260478,0.86061376
301,0.32901935,1.47256529
302,0.36933880,0.93887401
303,0.34229783,0.62087876
304,0.33041188,0.74848759
305,0.40679945,0.62874210
306,0.36763298,0.62206423
307,0.37272433,0.57704562
308,0.33748591,0.62092775
309,0.31236999,0.71758878
310,0.32437136,0.57437176
311,0.35017850,0.82031590
312,0.35286916,0.66443843
313,0.29683554,0.84053141
314,0.35752522,0.67473346
315,0.32702717,0.75791264
316,0.35853695,0.76123488
317,0.30919444,0.61090541
318,0.38099057,0.81661934
319,0.31759605,0.87814552
320,0.30125667,0.65671879
321,0.35312157,0.70722491
322,0.27856247,0.85315406
323,0.33266400,1.01629400
324,0.27987305,0.76766306
325,0.30064063,0.88895869
326,0.37900403,0.67429012
327,0.30619989,0.71254605
328,0.28833487,0.79425764
329,0.32074255,0.97937870
330,0.31379507,1.19621980
331,0.34043143,1.03297484
332,0.32816785,0.66042006
333,0.30453681,0.72685683
334,0.38870894,1.06414294
335,0.38314921,0.77840692
336,0.32622263,0.66617817
337,0.35468764,1.20920742
338,0.30931037,0.63118076
339,0.35392522,1.08543301
340,0.33823691,0.80134332
341,0.35056872,0.59675366
342,0.30615817,1.25331342
343,0.37501171,0.59318668
344,0.38112187,0.78874421
345,0.34520107,0.68251991
346,0.32043262,1.28750217
347,0.30694883,1.37923205
348,0.30185007,0.84388506
349,0.31941954,1.00108838
350,0.32104036,0.69112939
351,0.30549882,0.62391454
352,0.30509394,0.74728483
353,0.32883997,0.69158459
354,0.35035237,1.77163422
355,0.29812707,0.64698857
356,0.33054842,0.73390394
357,0.32937430,0.82276899
358,0.32625003,0.77344036
359,0.31790820,0.74519718
360,0.28495682,0.71245545
361,0.30618402,0.77504748
362,0.32347791,1.02766073
363,0.31204590,1.52521002
364,0.34361307,0.66228700
365,0.28909797,1.10020614
366,0.37781786,0.76528430
367,0.31179303,0.58995175
368,0.29568820,1.30915940
369,0.30170642,0.70637894
370,0.29094290,0.67018521
371,0.30075460,0.71010846
372,0.31653163,0.72239250
373,0.29126824,0.79267687
374,0.31027436,0.81849200
375,0.32259070,0.63716960
376,0.31132883,0.57653469
377,0.32000121,0.69298154
378,0.31792461,0.63620949
379,0.29151176,0.62006205
380,0.31989967,0.74383134
381,0.32539850,1.02385628
382,0.29090806,1.62692440
383,0.27282416,0.83653033
384,0.31759095,0.77990502
385,0.29199289,0.98249954
386,0.34598406,0.65501583
387,0.31078090,0.63353056
388,0.33488718,0.91500491
389,0.34327709,0.61735082
390,0.30600704,0.63942528
391,0.32786452,0.74292380
392,0.37026040,1.55118787
393,0.36704115,1.14104748
394,0.31168011,0.79513377
395,0.38997065,0.81652999
396,0.36302093,1.35616839
397,0.30254926,0.68432379
398,0.34039498,0.88836527
399,0.37992284,1.01104915
400,0.35454985,0.96706456
401,0.35291288,0.71438539
402,0.32025729,0.62981021
403,0.28062220,0.64091080
404,0.32319523,0.81750745
405,0.30233935,0.64124763
406,0.32082026,1.14927256
407,0.31377346,0.71443897
408,0.32532638,0.72006065
409,0.34696004,0.91618782
410,0.32493390,0.65575582
411,0.35037713,1.64806855
412,0.37688643,2.49366879
413,0.31245070,0.70348406
414,0.29635289,0.61650914
415,0.34987326,0.58714116
416,0.33891733,0.89077091
417,0.29515818,0.64994401
418,0.28824212,0.77951181
419,0.34654241,0.77254200
420,0.36097304,0.67707968
421,0.27673124,0.92631930
422,0.33351892,0.72447574
423,0.31927443,0.72052491
424,0.32813325,0.93776655
425,0.36798890,1.02913630
426,0.35462128,0.78500891
427,0.35391312,0.66844940
428,0.29641132,0.70709562
429,0.29785772,1.12661815
430,0.33839336,0.89351654
431,0.32494488,0.87574106
432,0.33743950,0.64741963
433,0.31493513,0.71325201
434,0.36272630,0.86964715
435,0.35327477,0.62900668
436,0.34272591,0.85587376
437,0.33470799,0.71772373
438,0.29614542,0.79417324
439,0.31400648,0.60470980
440,0.30283274,0.92253721
441,0.29607567,0.99788207
442,0.32228951,0.66806835
443,0.35511929,0.67837161
444,0.32045133,0.83368671
445,0.29802412,0.60133445
446,0.41327489,0.59452325
447,0.32258517,0.71094239
448,0.34704062,1.65121484
449,0.34638949,0.64711154
450,0.30394061,0.59684128
451,0.33376128,0.63035440
452,0.34219177,0.63996655
453,0.32712536,0.75776833
454,0.28381661,1.01264787
455,0.33011889,1.00971293
456,0.41137545,0.68379945
457,0.30870483,0.80234194
458,0.34328685,0.61500758
459,0.33240750,0.94323778
460,0.32092722,0.74420470
461,0.33471378,0.66185385
462,0.31339606,0.59597361
463,0.32324301,0.78094310
464,0.30168092,0.90894461
465,0.32794530,0.71222991
466,0.31997728,0.58943832
467,0.30533443,1.35705316
468,0.39241464,1.51974332
469,0.35480026,0.81794322
470,0.36171464,0.69221091
471,0.30671592,0.89684343
472,0.32711921,0.78979605
473,0.31641397,0.59891438
474,0.28409464,0.61632711
475,0.32247476,1.05008078
476,0.35365156,0.93417299
477,0.32186895,0.78086609
478,0.34995658,0.75749385
479,0.31917879,0.67202532
480,0.32099466,0.71988577
481,0.35135814,0.67294109
482,0.34842514,0.63181514
483,0.32553144,0.71211594
484,0.36844118,0.72638559
485,0.32985063,0.69643587
486,0.36554554,0.57909000
487,0.34502623,0.61403775
488,0.30330165,0.64371991
489,0.31011236,0.76070678
490,0.35795030,0.62496799
491,0.29995649,0.59255266
492,0.28343428,0.66186678
493,0.35278656,0.75212550
494,0.34340361,1.03408730
495,0.33228666,0.73140156
496,0.34889147,0.61229271
497,0.37738139,0.78511328
498,0.38319941,1.40689588
499,0.34861706,0.94191748
500,0.36662044,0.75192839
501,0.30159512,0.69366342
502,0.29073973,1.22098994
503,0.28568633,0.70325994
504,0.28362685,0.83300716
505,0.30009920,0.75056148
506,0.33350560,0.82491392
507,0.40730847,1.02715313
508,0.33866599,0.64152753
509,0.38048623,0.79525197
510,0.37678061,0.68299508
511,0.40473732,0.56064790
512,0.32603727,0.94934458
513,0.36903871,1.49189222
514,0.35885064,0.67583007
515,0.29670126,0.65377575
516,0.30817938,0.88964242
517,0.29751944,0.70478940
518,0.31275820,1.58286989
519,0.28897944,0.60969144
520,0.28227050,0.65365726
521,0.37731446,2.24730897
522,0.29752328,0.83683383
523,0.31753540,0.63631493
524,0.27632045,0.82157153
525,0.27460083,1.30594873
526,0.35684106,0.59309196
527,0.38166503,0.89616472
528,0.32208255,0.60261577
529,0.33315434,1.80397832
530,0.32486312,0.84507680
531,0.32065284,0.91420037
532,0.36238680,0.78520262
533,0.34061777,0.60526717
534,0.35259432,1.11720991
535,0.32768558,0.64223033
536,0.37129077,0.58222461
537,0.31660626,0.75841802
538,0.32519010,1.00462174
539,0.31492251,0.94155431
540,0.33274080,0.68509096
541,0.35652298,0.79943907
542,0.35128884,0.81166220
543,0.33468700,0.65681821
544,0.37129264,1.09482193
545,0.34731419,2.41079283
546,0.35553455,1.34034109
547,0.35690101,0.73835129
548,0.33820789,1.03903973
549,0.30224567,0.84961408
550,0.31920400,1.01649320
551,0.29922825,0.53059661
552,0.34497091,5.63573027
553,0.31361782,0.78198647
554,0.34192453,0.80474740
555,0.33770287,0.79618979
556,0.34421196,0.81349951
557,0.30283325,0.74028045
558,0.30205326,1.22624409
559,0.31219999,2.42457223
560,0.38443289,0.72016019
561,0.34802938,0.65534651
562,0.35756097,0.97782171
563,0.32957123,0.70589173
564,0.33139079,0.73345029
565,0.30985309,1.05899549
566,0.34421319,0.73363143
567,0.30832241,0.65020692
568,0.30914739,1.05076981
569,0.34497577,0.85069960
570,0.40084316,1.25237179
571,0.37076318,0.58143842
572,0.34006143,0.85852766
573,0.28982935,2.39005113
574,0.30546191,0.66301835
575,0.31843364,0.65386236
576,0.30289401,0.67298824
577,0.29435694,0.89299268
578,0.29684345,0.67779160
579,0.29566911,0.90025640
580,0.33670052,0.93646431
581,0.33709424,0.79403472
582,0.33772678,0.82956165
583,0.34361791,0.75717378
584,0.30123980,0.77820474
585,0.38233527,0.67009211
586,0.36432281,0.83846241
587,0.39552458,0.70993650
588,0.32968535,0.86734271
589,0.29478676,1.19108415
590,0.33259561,0.61378825
591,0.30059854,0.83574116
592,0.30736351,0.71426481
593,0.32471144,1.09945512
594,0.27333092,0.65690285
595,0.29831130,2.73873353
596,0.33314077,0.78331876
597,0.31787974,0.99717170
598,0.29008603,0.78567046
599,0.29262092,0.56712234
600,0.27009627,0.72065562
601,0.34181956,0.78404605
602,0.32079510,0.70836872
603,0.35182043,1.00212538
604,0.37362071,0.64832616
605,0.34490468,0.59364694
606,0.35961801,0.87785387
607,0.29199251,0.86624348
608,0.32550952,0.64189589
609,0.32291247,0.60931915
610,0.28393249,0.61453587
611,0.31502008,0.78069162
612,0.29890800,0.91023684
613,0.35758085,0.57624495
614,0.29287393,0.72351938
615,0.29964768,0.71802461
616,0.31953634,1.33556640
617,0.30919399,0.57989675
618,0.32151542,0.60209674
619,0.30791019,0.80756307
620,0.28553841,1.03341150
621,0.27229713,1.00502551
622,0.28769580,0.62972653
623,0.29978025,0.83245438
624,0.32033273,1.26079750
625,0.30756527,0.60125226
626,0.34902493,0.63472462
627,0.34133261,0.67435557
628,0.34801691,0.81230021
629,0.29220596,0.79937476
630,0.30488406,0.74344862
631,0.30970513,1.02009547
632,0.29564372,1.11877322
633,0.33070983,0.77380508
634,0.33921031,0.79119420
635,0.32367048,0.78097242
636,0.38614076,1.09953427
637,0.34544610,0.66298115
638,0.29604043,0.75425285
639,0.32379671,1.06668961
640,0.31478561,0.74227643
641,0.31402025,0.58028537
642,0.31516276,0.61307323
643,0.33602184,0.67407507
644,0.34450014,1.34815741
645,0.34843839,0.60773617
646,0.37891714,0.66715604
647,0.32987242,0.67665899
648,0.28926354,0.66904926
649,0.30561898,0.88934070
650,0.33580133,0.58973533
651,0.35731191,0.86418384
652,0.31873587,1.02217472
653,0.32268416,0.81919169
654,0.34603935,1.03055382
655,0.33388530,0.75310886
656,0.38635092,0.61353737
657,0.34052654,0.92182094
658,0.32635450,0.79410094
659,0.31127703,0.75047946
660,0.37436411,2.90094519
661,0.28425686,0.69211143
662,0.31063617,0.60876912
663,0.35203686,1.39444184
664,0.31076953,2.27800465
665,0.29328934,1.07577980
666,0.32072845,0.73073250
667,0.29292126,0.91319442
668,0.30183068,0.84789419
669,0.30554886,0.63530123
670,0.29292926,0.55607021
671,0.34164667,0.89964408
672,0.36754367,0.72313356
673,0.31932776,0.79549694
674,0.35897163,0.67603821
675,0.32785369,0.92637008
676,0.35252523,0.94236571
677,0.33848056,0.55628365
678,0.31840756,0.63589430
679,0.29515134,0.79748780
680,0.35717344,0.58704811
681,0.32899133,0.56451291
682,0.34418223,0.90917134
683,0.33007585,0.69041020
684,0.32988052,0.62833542
685,0.32773301,0.89698750
686,0.36799383,1.56029892
687,0.29400463,0.84821802
688,0.35731101,0.56563801
689,0.36667577,0.62722594
690,0.31767659,0.61522418
691,0.29478079,0.77080876
692,0.33803851,0.79894018
693,0.29941515,0.84421211
694,0.30718713,0.78180945
695,0.28234044,0.66446286
696,0.36712195,0.91683602
697,0.29273691,1.22340441
698,0.31597350,0.62311417
699,0.32370774,0.72048265
700,0.29838121,0.65358871
701,0.29581077,0.63162339
702,0.29141074,0.75426537
703,0.28687939,0.86343217
704,0.34545065,0.59319252
705,0.29505899,0.96579874
706,0.32488341,0.72078276
707,0.30055835,0.79886627
708,0.29501027,0.75481820
709,0.35126163,0.56799054
710,0.29034446,0.62640452
711,0.33220776,0.69368845
712,0.32667967,0.67330134
713,0.26556157,0.62545502
714,0.32156224,0.68160701
715,0.29274685,0.74758637
716,0.33011040,0.94571996
717,0.31380739,1.05458510
718,0.32444345,0.94789547
719,0.30841629,1.01113367
720,0.30605861,0.62967169
721,0.35938830,0.80104882
722,0.28399253,3.47756147
723,0.36090789,1.03863657
724,0.33613700,0.93337709
725,0.36926956,0.61821169
726,0.36475295,0.98059100
727,0.29785683,0.82765871
728,0.39102873,1.07742298
729,0.33781914,0.77702683
730,0.32174307,0.81386518
731,0.30037772,1.11133707
732,0.32590306,0.70173216
733,0.27475589,0.68823987
734,0.34653642,0.74991578
735,0.31730773,0.92841476
736,0.31725131,0.81283426
737,0.36507361,0.65898979
738,0.34483327,0.64584792
739,0.31335016,0.65573967
740,0.29718663,0.69107246
741,0.31541368,0.59154707
742,0.33325703,0.65049523
743,0.28204580,0.81536359
744,0.37734524,0.66276401
745,0.28783958,0.58763623
746,0.37194079,0.78773290
747,0.38200616,0.72963119
748,0.31159875,0.66269135
749,0.28137218,3.85033774
750,0.33673527,0.76210302
751,0.31838438,0.71282154
752,0.29308461,0.78983498
753,0.30706726,0.75100893
754,0.37115533,0.62434417
755,0.35529544,0.92746848
756,0.41036262,0.86339414
757,0.34860728,0.89250702
758,0.36370138,0.72302002
759,0.30966197,0.91461629
760,0.32372007,0.70100808
761,0.34328391,0.75817871
762,0.31091975,0.84065217
763,0.36307729,0.77807564
764,0.38021431,0.78290182
765,0.34246771,0.63129461
766,0.45310741,0.62650472
767,0.39584064,0.73081839
768,0.38650032,0.71625757
769,0.34550962,0.68725741
770,0.33445202,0.90626621
771,0.37858050,0.59270561
772,0.37475806,0.72861528
773,0.34093189,0.62406254
774,0.35945438,0.59649384
775,0.34780118,0.61513054
776,0.33832092,0.73318863
777,0.37590838,0.61189872
778,0.43434294,1.52882051
779,0.42156403,0.77335405
780,0.43743506,1.00119340
781,0.39712648,0.78948122
782,0.40573788,0.83488899
783,0.41518057,0.72649294
784,0.37655391,0.61012828
785,0.34907912,1.26964092
786,0.35643985,0.70336992
787,0.34256913,0.72039860
788,0.32668402,0.72475994
789,0.29548376,0.73322320
790,0.31771540,0.78551114
791,0.33315424,0.59846538
792,0.33316089,0.75659138
793,0.31328845,0.68411094
794,0.30601119,1.80739987
795,0.27788295,0.54606271
796,0.31735168,0.63500053
797,0.28638129,0.58477861
798,0.31401292,0.96567601
799,0.30934103,0.93105435
800,0.31131013,0.76161277
801,0.34003431,1.08740783
802,0.32771647,0.92379361
803,0.28074494,0.62372816
804,0.32839273,0.71686149
805,0.27650469,0.63793498
806,0.34629835,0.65708709
807,0.35203247,0.69930303
808,0.31810876,0.76864928
809,0.31764871,1.32042170
810,0.33505610,0.79847509
811,0.32554587,1.57052028
812,0.29715827,0.71445906
813,0.31189427,0.69444966
814,0.35398781,0.83231550
815,0.30642815,0.92368406
816,0.34417753,0.73639607
817,0.34432908,0.94925600
818,0.38125712,0.61297327
819,0.31828280,0.78990275
820,0.27673476,0.79451889
821,0.32366066,0.75066417
822,0.30840584,0.71402889
823,0.29531820,0.78632367
824,0.29063751,0.58146256
825,0.28778003,1.82260466
826,0.30939564,0.69356334
827,0.32264811,0.90194094
828,0.31655216,0.73442936
829,0.31453138,1.25206268
830,0.33042234,1.05689216
831,0.32150054,0.71915287
832,0.30541108,1.12741721
833,0.29421169,0.71949977
834,0.32106761,0.94091260
835,0.29011599,0.56446409
836,0.31828577,1.17783463
837,0.34020204,1.05620980
838,0.30798663,0.64682394
839,0.33023222,1.09371960
840,0.30716189,0.75998843
841,0.30751710,0.76966840
842,0.27249576,1.23053789
843,0.32397349,0.77631193
844,0.29505348,0.79420394
845,0.30022370,0.88503933
846,0.34356667,1.17560565
847,0.29283187,0.67685527
848,0.32737909,0.66437566
849,0.34170886,0.77099663
850,0.60003905,0.94916540
851,0.43296993,0.83506572
852,0.40306056,0.68034601
853,0.32600620,0.77379405
854,0.35889803,0.90536088
855,0.33163571,1.35339868
856,0.36331027,0.59556937
857,0.34001444,0.57772285
858,0.31891398,1.00893831
859,0.36460415,0.75345838
860,0.33325862,1.36441600
861,0.33447702,0.93794411
862,0.35452810,0.82529861
863,0.32061586,0.69181043
864,0.31190183,1.21058691
865,0.34535584,1.08838868
866,0.37337536,0.69469202
867,0.32102818,0.76035458
868,0.34517177,0.66373956
869,0.37724392,0.85377139
870,0.32739166,0.64845860
871,0.32009870,0.77810431
872,0.32678608,0.66062123
873,0.30936048,0.68709731
874,0.30660967,0.56377053
875,0.32579168,0.88666797
876,0.34454427,0.78384882
877,0.32121932,1.56017983
878,0.36159460,0.78342402
879,0.33016877,0.62813812
880,0.35172231,0.63504344
881,0.32676416,0.58139032
882,0.39067142,1.02876985
883,0.39941600,0.91639471
884,0.38048105,0.57801408
885,0.34416998,2.36444759
886,0.38160196,0.74032980
887,0.32324032,0.77915049
888,0.30863642,1.28760207
889,0.36197754,0.80220878
890,0.33438089,0.67308307
891,0.37051276,0.94654500
892,0.34461140,0.79952574
893,0.41669107,0.76982337
894,0.37162141,0.67172086
895,0.39461441,1.02492499
896,0.40121157,0.66600215
897,0.36873050,0.70788747
898,0.33697568,0.78641599
899,0.35706268,1.77142000
900,0.34360705,0.64608061
901,0.34144619,0.84839880
902,0.38377382,0.82593000
903,0.28170276,0.88798767
904,0.30245716,0.68325096
905,0.36423374,0.84552050
906,0.38093196,1.05408299
907,0.33151582,0.88823980
908,0.33817122,0.68505794
909,0.34172471,0.97326386
910,0.34033876,1.00988495
911,0.32101761,0.77512938
912,0.31779865,0.90598869
913,0.31629131,0.69452572
914,0.28543399,0.79663599
915,0.34391354,0.71563619
916,0.37881458,1.05127251
917,0.27928510,0.87106156
918,0.31934103,0.66435677
919,0.31382800,0.64010954
920,0.32224789,0.63384831
921,0.30736486,0.80412382
922,0.30879483,0.70591491
923,0.29200162,1.23859501
924,0.30419798,1.00098801
925,0.31430171,0.65703875
926,0.29980250,0.57498521
927,0.27694638,0.66721177
928,0.32871874,0.61890471
929,0.29462048,0.70968938
930,0.35706143,2.60304523
931,0.29716761,1.29789031
932,0.30028004,0.62817633
933,0.31489137,1.88428974
934,0.32670376,0.74780881
935,0.30404165,0.62300670
936,0.35138656,0.79238546
937,0.31960076,1.27566123
938,0.32761927,0.70072550
939,0.37811377,0.60890716
940,0.35288047,0.59766567
941,0.34253152,0.56950659
942,0.38460788,0.79621387
943,0.35860704,0.86580539
944,0.33595869,0.75460792
945,0.31931322,0.72979385
946,0.39732889,0.93325168
947,0.36174068,2.07819676
948,0.34302502,0.70132560
949,0.30846889,0.69081175
950,0.34037993,0.72535408
951,0.33286915,0.78043944
952,0.32918498,1.01399648
953,0.31201851,0.77676898
954,0.36037455,0.64590472
955,0.36773719,0.81123185
956,0.34993838,0.99862659
957,0.34014402,0.66571116
958,0.31643219,0.77352506
959,0.30837534,0.63287759
960,0.35204964,0.93211168
961,0.32763929,0.76893485
962,0.31189459,0.63278449
963,0.30478975,0.74396437
964,0.34234187,0.82905322
965,0.29537208,0.78279227
966,0.39113960,1.33488703
967,0.31278884,0.59445882
968,0.34434179,0.84703612
969,0.35131163,0.95286065
970,0.37440585,2.00582862
971,0.37445316,0.68790281
972,0.35079119,0.83630782
973,0.32052842,0.57007182
974,0.33624945,0.69236797
975,0.34996222,0.77662635
976,0.34912472,1.19288611
977,0.31344818,0.83445162
978,0.26374285,0.73044342
979,0.29655281,0.62866926
980,0.31007017,0.86114120
981,0.32495770,1.71809065
982,0.32489801,1.10231578
983,0.30008195,0.69711524
984,0.28506412,0.95656133
985,0.33613256,0.62327135
986,0.33560317,0.74116284
987,0.32349105,0.60974401
988,0.29725536,0.67648506
989,0.32501901,0.59417886
990,0.36849052,1.49994612
991,0.31545869,1.03532529
992,0.29616458,1.21422040
993,0.31783320,0.60094631
994,0.34820087,0.82022136
995,0.32372260,0.58979422
996,0.37790737,0.63445598
