global_step,loss,wall_time_unix
4154,9.06250000,1778485121.262397
4159,9.12500000,1778485197.383728
4164,9.12500000,1778485273.816308
4169,8.93750000,1778485349.119542
4174,9.25000000,1778485425.214356
4179,9.12500000,1778485501.970446
4184,9.00000000,1778485578.116849
4189,8.87500000,1778485653.438279
4194,8.87500000,1778485729.451818
4199,9.18750000,1778485804.850520
4204,9.25000000,1778485880.237242
4209,8.87500000,1778485954.636049
4214,9.12500000,1778486030.645433
4219,9.25000000,1778486106.940531
4224,8.93750000,1778486182.471173
4229,9.12500000,1778486257.237545
4234,9.00000000,1778486332.848651
4239,8.87500000,1778486408.227984
4244,8.87500000,1778486484.211269
4249,9.00000000,1778486560.274672
4254,9.00000000,1778486636.816441
4259,9.06250000,1778486713.333648
4264,8.87500000,1778486788.791732
4269,9.00000000,1778486866.240139
4274,8.87500000,1778486942.065028
4279,8.87500000,1778487017.359412
4284,9.00000000,1778487093.157612
4289,8.87500000,1778487166.761404
4294,9.12500000,1778487242.911753
4299,9.12500000,1778487320.020048
4304,9.12500000,1778487395.385996
4309,8.93750000,1778487472.413616
4314,8.87500000,1778487547.927196
4319,9.18750000,1778487624.482636
4324,9.12500000,1778487699.665260
4329,8.87500000,1778487775.386160
4334,9.18750000,1778487852.418757
4339,9.37500000,1778487927.478715
4344,9.25000000,1778488003.957313
4349,9.18750000,1778488079.552455
4354,9.00000000,1778488155.642273
4359,8.81250000,1778488231.369727
4364,8.81250000,1778488306.628292
4369,8.87500000,1778488382.542765
4374,9.25000000,1778488457.402435
4379,9.06250000,1778488532.480832
4384,9.18750000,1778488607.801039
4389,9.25000000,1778488683.391231
4394,8.93750000,1778488760.219817
4399,9.25000000,1778488836.173588
4404,9.12500000,1778488912.775305
4409,8.87500000,1778488989.597801
4414,9.25000000,1778489065.679986
4419,9.00000000,1778489141.555586
4424,9.00000000,1778489216.931887
4429,9.06250000,1778489292.588476
4434,8.87500000,1778489367.584470
4439,8.87500000,1778489443.150439
4444,9.12500000,1778489517.605971
4449,8.75000000,1778489592.317735
4454,9.00000000,1778489666.818109
4459,8.93750000,1778489742.512294
4464,9.12500000,1778489818.523305
4469,8.87500000,1778489893.310636
4474,9.12500000,1778489968.003412
4479,9.00000000,1778490042.513628
4484,9.00000000,1778490118.335766
4489,9.00000000,1778490192.966467
4494,9.00000000,1778490267.159811
4499,9.00000000,1778490342.516454
4504,9.12500000,1778490418.243888
4509,9.00000000,1778490494.068431
4514,8.87500000,1778490569.163221
4519,9.00000000,1778490644.911736
4524,9.00000000,1778490720.719456
4529,8.93750000,1778490796.021618
4534,9.18750000,1778490870.509507
4539,8.87500000,1778490946.326006
4544,8.81250000,1778491022.292237
4549,8.93750000,1778491097.712713
4554,9.06250000,1778491172.886595
4559,9.00000000,1778491247.920209
4564,9.25000000,1778491323.576435
4569,9.12500000,1778491399.699847
4574,9.12500000,1778491475.050081
4579,9.12500000,1778491550.290351
4584,9.00000000,1778491624.804350
4589,9.18750000,1778491699.755934
4594,9.25000000,1778491775.784158
4599,9.12500000,1778491850.610485
4604,9.25000000,1778491926.199103
4609,9.00000000,1778492001.393999
4614,8.93750000,1778492078.108309
4619,9.00000000,1778492153.939071
4624,9.12500000,1778492229.169488
4629,9.37500000,1778492304.650964
4634,9.00000000,1778492380.256521
4639,9.12500000,1778492455.281174
4644,8.87500000,1778492530.189027
4649,9.18750000,1778492606.815084
4654,9.12500000,1778492682.873814
4659,9.00000000,1778492757.874082
4664,8.87500000,1778492833.989267
4669,8.87500000,1778492908.487557
4674,9.18750000,1778492983.964586
4679,9.12500000,1778493058.742515
4684,9.18750000,1778493134.423104
4689,9.00000000,1778493211.079485
4694,8.87500000,1778493285.158278
4699,9.25000000,1778493360.179431
4704,9.25000000,1778493434.322302
4709,9.00000000,1778493509.930472
4714,9.25000000,1778493586.413587
4719,9.00000000,1778493661.504716
4724,9.00000000,1778493738.785008
4729,8.87500000,1778493816.385338
4734,8.87500000,1778493894.555481
4739,8.75000000,1778493972.896391
4744,8.87500000,1778494050.166279
4749,8.75000000,1778494125.388552
4754,8.87500000,1778494201.591909
4759,9.06250000,1778494277.787259
4764,9.06250000,1778494352.623765
4769,8.87500000,1778494428.066684
4774,8.75000000,1778494503.555514
4779,9.25000000,1778494578.942335
4784,9.12500000,1778494654.826534
4789,9.00000000,1778494731.167261
4794,9.12500000,1778494808.660127
4799,9.12500000,1778494887.380363
4804,9.06250000,1778494965.711236
4809,9.06250000,1778495042.675911
4814,8.93750000,1778495121.945585
4819,9.00000000,1778495198.835061
4824,9.06250000,1778495276.404210
4829,9.12500000,1778495353.647146
4834,9.25000000,1778495429.992659
4839,9.00000000,1778495506.757531
4844,8.81250000,1778495585.472739
4849,9.25000000,1778495663.169993
4854,9.12500000,1778495739.356099
4859,9.12500000,1778495814.518038
4864,8.75000000,1778495888.440372
4869,9.00000000,1778495961.985325
4874,9.00000000,1778496036.390183
4879,9.18750000,1778496111.692938
4884,9.06250000,1778496187.602959
4889,9.06250000,1778496262.017478
4894,9.12500000,1778496336.836429
4899,9.00000000,1778496411.764077
4904,8.87500000,1778496486.138084
4909,9.25000000,1778496562.272375
4914,9.18750000,1778496637.436803
4919,8.75000000,1778496711.958665
4924,9.00000000,1778496787.838570
4929,9.12500000,1778496862.525162
4934,8.93750000,1778496938.671104
4939,9.00000000,1778497013.913633
4944,9.18750000,1778497089.155939
4949,8.87500000,1778497165.846388
4954,8.87500000,1778497240.337418
4959,9.12500000,1778497314.875784
4964,9.00000000,1778497391.790509
4969,9.18750000,1778497467.675423
4974,8.93750000,1778497543.520463
4979,9.00000000,1778497618.697105
4984,9.00000000,1778497694.614282
4989,9.12500000,1778497771.477783
4994,8.87500000,1778497846.772243
4999,9.12500000,1778497921.203909
5004,9.00000000,1778497997.579491
5009,9.06250000,1778498073.312066
5014,9.12500000,1778498147.997181
5019,8.93750000,1778498223.946355
5024,9.12500000,1778498298.616313
5029,9.06250000,1778498374.922761
5034,8.87500000,1778498449.170073
5039,9.00000000,1778498524.980572
5044,8.87500000,1778498601.362270
5049,9.00000000,1778498678.066714
5054,9.12500000,1778498763.829143
5059,9.00000000,1778498845.170861
5064,8.93750000,1778498932.922629
5069,9.12500000,1778499014.276140
5074,9.18750000,1778499095.539280
5079,9.06250000,1778499178.888673
5084,8.68750000,1778499259.608483
5089,8.87500000,1778499345.100451
5094,9.06250000,1778499430.970346
5099,9.00000000,1778499524.427070
5104,8.87500000,1778499609.434976
5109,9.00000000,1778499702.285254
5114,9.00000000,1778499788.718223
5119,9.06250000,1778499870.391513
5124,9.00000000,1778499959.144536
5129,9.12500000,1778500043.437237
5134,9.12500000,1778500124.179046
5139,8.93750000,1778500213.436764
5144,9.12500000,1778500311.358767
5149,9.00000000,1778500442.801941
5154,9.12500000,1778500536.770772
5159,9.00000000,1778500631.008565
5164,8.87500000,1778500717.557148
5169,8.93750000,1778500802.698365
5174,9.00000000,1778500884.071207
5179,8.68750000,1778500962.073183
5184,9.18750000,1778501041.916829
5189,9.25000000,1778501119.400320
5194,9.12500000,1778501193.460111
5199,9.00000000,1778501270.280014
5204,8.87500000,1778501346.267714
5209,8.81250000,1778501420.234471
5214,9.12500000,1778501496.421202
5219,8.93750000,1778501571.494083
5224,8.87500000,1778501648.626557
5229,9.00000000,1778501725.774871
5234,9.25000000,1778501801.486374
5239,8.87500000,1778501878.456188
5244,9.00000000,1778501954.420576
5249,9.00000000,1778502029.846156
5254,8.75000000,1778502104.745347
5259,9.00000000,1778502180.850378
5264,9.12500000,1778502255.787676
5269,9.06250000,1778502332.499675
5274,9.25000000,1778502407.597187
5279,9.18750000,1778502483.439795
5284,9.25000000,1778502559.465568
5289,9.06250000,1778502634.624032
5294,8.87500000,1778502709.172100
5299,8.87500000,1778502785.398091
5304,8.87500000,1778502861.218477
5309,8.87500000,1778502938.958561
5314,9.12500000,1778503015.474632
5319,9.06250000,1778503090.179364
5324,8.62500000,1778503165.537174
5329,8.87500000,1778503241.201306
5334,9.00000000,1778503315.469995
5339,9.00000000,1778503392.072088
5344,9.00000000,1778503465.965827
5349,8.87500000,1778503541.263086
5354,9.12500000,1778503616.483551
5359,8.87500000,1778503693.884863
5364,9.25000000,1778503767.923063
5369,9.00000000,1778503844.368051
5374,9.00000000,1778503919.776942
5379,9.18750000,1778503994.773443
5384,9.25000000,1778504069.390749
5389,9.06250000,1778504143.386559
5394,9.25000000,1778504219.602846
5399,9.12500000,1778504294.928566
5404,8.87500000,1778504370.891562
5409,9.00000000,1778504445.825272
5414,9.00000000,1778504521.054308
5419,8.62500000,1778504594.961221
5424,9.12500000,1778504671.683408
5429,8.75000000,1778504747.636943
5434,8.87500000,1778504822.091111
5439,8.87500000,1778504896.922158
5444,8.93750000,1778504971.467234
5449,8.93750000,1778505047.812413
5454,9.00000000,1778505122.580104
5459,9.25000000,1778505196.627425
5464,9.06250000,1778505274.141695
5469,9.12500000,1778505349.564030
5474,8.87500000,1778505424.631750
5479,8.87500000,1778505501.618816
5484,8.93750000,1778505575.546092
5489,9.25000000,1778505650.794258
5494,9.00000000,1778505727.032199
5499,8.87500000,1778505802.657006
5504,9.00000000,1778505877.681739
5509,9.00000000,1778505954.295351
5514,8.75000000,1778506028.904504
5519,9.18750000,1778506103.984634
5524,8.75000000,1778506178.677403
5529,9.00000000,1778506253.229130
5534,9.00000000,1778506330.392275
5539,9.12500000,1778506405.502337
5544,9.06250000,1778506480.840373
5549,9.00000000,1778506557.469872
5554,8.93750000,1778506632.356759
5559,9.00000000,1778506707.183658
5564,8.87500000,1778506783.693193
5569,8.81250000,1778506857.766788
5574,9.00000000,1778506933.181321
5579,9.50000000,1778507009.753703
5584,9.06250000,1778507084.246323
5589,9.12500000,1778507160.597509
5594,9.18750000,1778507235.673724
5599,8.87500000,1778507311.811777
5604,9.00000000,1778507388.788242
5609,9.00000000,1778507463.415995
5614,9.06250000,1778507538.111720
5619,9.18750000,1778507615.493649
5624,9.12500000,1778507690.814929
5629,9.00000000,1778507764.569129
5634,9.00000000,1778507841.855414
5639,9.00000000,1778507917.117388
5644,9.25000000,1778507990.914969
5649,9.06250000,1778508067.157393
5654,9.00000000,1778508142.235879
5659,8.93750000,1778508216.065068
5664,8.75000000,1778508291.648912
5669,8.68750000,1778508366.577099
5674,9.06250000,1778508442.804901
5679,8.75000000,1778508517.575438
5684,9.25000000,1778508593.976299
5689,8.75000000,1778508670.826280
5694,8.87500000,1778508744.188541
5699,8.87500000,1778508819.600347
5704,9.25000000,1778508896.171100
5709,8.81250000,1778508970.950094
5714,8.87500000,1778509044.644905
5719,8.75000000,1778509122.911431
5724,8.87500000,1778509197.560829
5729,8.87500000,1778509272.554683
5734,8.81250000,1778509350.186437
5739,9.25000000,1778509423.511401
5744,9.31250000,1778509498.146332
5749,9.12500000,1778509573.935247
5754,9.00000000,1778509648.564152
5759,9.12500000,1778509723.384777
5764,9.12500000,1778509799.695546
5769,9.25000000,1778509875.090266
5774,8.87500000,1778509949.936653
5779,9.00000000,1778510025.256674
5784,8.93750000,1778510099.580283
5789,9.18750000,1778510176.931581
5794,8.87500000,1778510251.902863
5799,8.87500000,1778510325.739074
5804,8.93750000,1778510402.809656
5809,8.93750000,1778510478.334767
5814,9.00000000,1778510553.067836
5819,9.12500000,1778510629.743710
5824,9.00000000,1778510704.766174
5829,9.12500000,1778510780.222888
5834,9.06250000,1778510856.293520
5839,9.00000000,1778510931.350173
5844,8.93750000,1778511007.863314
5849,9.00000000,1778511083.433414
5854,9.00000000,1778511157.575591
5859,9.12500000,1778511233.319914
5864,9.06250000,1778511309.820048
5869,9.00000000,1778511385.242321
5874,9.12500000,1778511460.402462
5879,8.87500000,1778511537.007309
5884,9.00000000,1778511613.076158
5889,9.00000000,1778511687.718450
5894,9.00000000,1778511764.621717
5899,8.87500000,1778511839.957536
5904,8.93750000,1778511915.608880
5909,9.25000000,1778511993.287084
5914,8.93750000,1778512068.696793
5919,9.06250000,1778512143.495175
5924,9.00000000,1778512229.027227
5929,8.93750000,1778512308.659662
5934,9.00000000,1778512385.579460
5939,9.25000000,1778512463.874666
5944,8.93750000,1778512542.663074
5949,9.25000000,1778512621.120015
5954,9.06250000,1778512698.394160
5959,8.87500000,1778512775.630992
5964,9.06250000,1778512849.559741
5969,9.00000000,1778512927.822380
5974,9.00000000,1778513003.204401
5979,9.25000000,1778513077.803269
5984,8.87500000,1778513153.931838
5989,9.00000000,1778513229.918684
5994,8.87500000,1778513305.753212
5999,9.06250000,1778513381.689294
6004,9.12500000,1778513456.588881
6009,9.18750000,1778513529.533617
6014,8.87500000,1778513605.930454
6019,9.06250000,1778513680.236919
6024,8.87500000,1778513756.795488
6029,9.06250000,1778513833.105310
6034,8.87500000,1778513909.798355
6039,9.00000000,1778513984.940710
6044,8.68750000,1778514061.143227
6049,9.00000000,1778514136.062348
6054,9.12500000,1778514211.653680
6059,9.12500000,1778514287.452492
6064,8.93750000,1778514362.822185
6069,9.06250000,1778514438.027069
6074,9.12500000,1778514513.993075
6079,9.00000000,1778514588.940806
6084,9.00000000,1778514665.330796
6089,9.00000000,1778514741.087938
6094,8.68750000,1778514817.322270
6099,8.93750000,1778514892.974308
6104,9.00000000,1778514969.683890
6109,8.75000000,1778515045.355669
6114,8.87500000,1778515119.050031
6119,8.81250000,1778515195.184267
6124,9.06250000,1778515270.406968
6129,9.00000000,1778515344.725811
6134,8.68750000,1778515421.673790
6139,9.00000000,1778515496.997357
6144,9.06250000,1778515571.479550
6149,9.06250000,1778515647.738052
6154,8.87500000,1778515722.187891
6159,9.12500000,1778515798.234272
6164,8.81250000,1778515873.353846
6169,9.00000000,1778515947.407487
6174,9.12500000,1778516024.438546
6179,9.00000000,1778516099.207143
6184,9.25000000,1778516174.892962
6189,9.12500000,1778516252.749972
6194,8.93750000,1778516329.966172
6199,9.18750000,1778516404.800859
6204,9.00000000,1778516480.168236
6209,9.25000000,1778516557.211127
6214,9.00000000,1778516631.798424
6219,9.12500000,1778516705.662104
6224,8.87500000,1778516781.445905
6229,9.37500000,1778516856.011326
6234,9.00000000,1778516932.618910
6239,8.87500000,1778517007.463229
6244,9.18750000,1778517083.180874
6249,9.00000000,1778517158.159965
6254,9.12500000,1778517234.256759
6259,9.06250000,1778517308.850873
6264,9.06250000,1778517385.502976
6269,8.87500000,1778517458.984038
6274,8.87500000,1778517532.650625
6279,9.12500000,1778517610.087179
6284,8.81250000,1778517685.737562
6289,8.87500000,1778517760.106119
6294,9.12500000,1778517836.801591
6299,8.87500000,1778517913.386563
6304,9.00000000,1778517988.602058
6309,9.12500000,1778518063.571746
6314,8.87500000,1778518140.680249
6319,9.06250000,1778518214.412805
6324,9.37500000,1778518291.041579
6329,9.18750000,1778518365.698477
6334,9.00000000,1778518440.748993
6339,9.00000000,1778518515.984739
6344,9.00000000,1778518592.681029
6349,8.87500000,1778518667.363225
6354,9.00000000,1778518743.041009
6359,9.00000000,1778518820.815145
6364,8.93750000,1778518895.591256
6369,9.00000000,1778518970.143976
6374,9.00000000,1778519047.204639
6379,8.93750000,1778519124.061697
6384,9.25000000,1778519200.560032
6389,9.12500000,1778519276.818018
6394,9.00000000,1778519352.504164
6399,9.00000000,1778519428.237730
6404,9.31250000,1778519505.075486
6409,8.81250000,1778519580.583239
6414,9.00000000,1778519656.130348
6419,8.75000000,1778519732.028636
6424,9.00000000,1778519808.753123
6429,9.00000000,1778519882.143330
6434,9.00000000,1778519959.233639
6439,8.93750000,1778520034.393390
6444,9.18750000,1778520109.391788
6449,8.75000000,1778520183.970474
6454,9.06250000,1778520262.442626
6459,9.12500000,1778520338.478718
6464,8.75000000,1778520412.085555
6469,8.87500000,1778520489.315891
6474,9.00000000,1778520563.989603
6479,9.00000000,1778520638.833452
6484,9.12500000,1778520714.852131
6489,9.25000000,1778520788.727993
6494,9.25000000,1778520864.686697
6499,8.81250000,1778520958.017013
6504,8.81250000,1778521063.174161
6509,8.75000000,1778521167.374832
6514,9.12500000,1778521257.864066
6519,9.00000000,1778521335.696741
6524,8.93750000,1778521411.554829
6529,9.12500000,1778521487.864188
6534,8.87500000,1778521565.178629
6539,9.12500000,1778521640.296093
6544,8.87500000,1778521713.979554
6549,9.25000000,1778521789.889007
6554,9.06250000,1778521864.507331
6559,8.93750000,1778521939.107056
6564,9.25000000,1778522014.882636
6569,9.00000000,1778522089.603413
6574,8.75000000,1778522164.566640
6579,8.87500000,1778522240.076594
6584,9.00000000,1778522314.266795
6589,8.87500000,1778522389.749170
6594,9.12500000,1778522466.345735
6599,8.87500000,1778522540.919021
6604,9.00000000,1778522615.975950
6609,9.18750000,1778522691.639560
6614,8.87500000,1778522767.111332
6619,9.00000000,1778522840.517221
6624,8.75000000,1778522916.906736
6629,9.00000000,1778522992.045615
6634,8.75000000,1778523066.534600
6639,9.00000000,1778523143.411788
6644,9.06250000,1778523218.473945
6649,9.00000000,1778523294.505734
6654,9.00000000,1778523371.378490
6659,9.18750000,1778523446.492877
6664,9.18750000,1778523520.236470
6669,9.06250000,1778523597.649246
6674,8.87500000,1778523671.907145
6679,9.12500000,1778523746.428105
6684,9.00000000,1778523821.884729
6689,9.00000000,1778523896.361766
6694,9.00000000,1778523971.221300
6699,9.12500000,1778524047.141767
6704,9.12500000,1778524123.394187
6709,9.12500000,1778524198.475476
6714,9.00000000,1778524275.413843
6719,8.75000000,1778524350.489274
6724,8.75000000,1778524424.353186
6729,9.00000000,1778524500.373950
6734,9.00000000,1778524577.460774
6739,9.00000000,1778524652.354428
6744,9.18750000,1778524726.686264
6749,9.00000000,1778524803.963554
6754,8.93750000,1778524879.749995
6759,8.87500000,1778524953.994088
6764,9.00000000,1778525033.241982
6769,9.18750000,1778525109.604453
6774,8.93750000,1778525185.085902
6779,9.37500000,1778525259.731652
6784,9.00000000,1778525335.948485
6789,8.93750000,1778525410.923205
6794,8.87500000,1778525486.725318
6799,8.87500000,1778525563.479171
6804,8.56250000,1778525638.371623
6809,9.06250000,1778525714.433221
6814,8.87500000,1778525791.105157
6819,9.12500000,1778525865.792004
6824,9.06250000,1778525940.407793
6829,8.87500000,1778526016.952578
6834,9.00000000,1778526090.865689
6839,9.12500000,1778526165.344116
6844,8.93750000,1778526241.833560
6849,9.18750000,1778526317.761367
6854,9.12500000,1778526393.263428
6859,8.87500000,1778526469.838527
6864,9.00000000,1778526545.401887
6869,9.12500000,1778526619.787714
6874,8.75000000,1778526695.827884
6879,9.00000000,1778526771.307025
6884,9.37500000,1778526846.254487
6889,9.00000000,1778526920.863891
6894,8.75000000,1778526997.884877
6899,9.06250000,1778527072.845871
6904,9.06250000,1778527148.621162
6909,9.12500000,1778527225.317323
6914,8.81250000,1778527300.970913
6919,8.87500000,1778527376.857309
6924,9.00000000,1778527454.789799
6929,9.00000000,1778527528.674229
6934,9.18750000,1778527603.217758
6939,9.31250000,1778527679.993531
6944,9.06250000,1778527753.889408
6949,9.25000000,1778527828.518001
6954,8.93750000,1778527903.986016
6959,9.06250000,1778527978.037101
6964,9.00000000,1778528052.136272
6969,9.06250000,1778528128.541299
6974,9.06250000,1778528205.360915
6979,9.00000000,1778528302.200108
6984,9.25000000,1778528406.933685
6989,9.06250000,1778528506.037947
6994,9.31250000,1778528590.346284
6999,9.12500000,1778528666.295984
7004,9.00000000,1778528744.864839
7009,9.12500000,1778528820.849375
7014,9.12500000,1778528896.923470
7019,9.06250000,1778528974.364550
7024,8.87500000,1778529049.369343
7029,9.12500000,1778529124.126972
7034,9.00000000,1778529199.770922
7039,8.75000000,1778529277.075265
7044,8.93750000,1778529352.357166
7049,9.00000000,1778529427.058764
7054,9.12500000,1778529503.787151
7059,9.00000000,1778529579.110537
7064,9.12500000,1778529654.598041
7069,8.87500000,1778529731.152403
7074,8.93750000,1778529805.174981
7079,9.12500000,1778529879.083668
7084,9.06250000,1778529956.475328
7089,8.75000000,1778530030.117405
7094,8.75000000,1778530103.146303
7099,9.00000000,1778530178.739517
7104,9.12500000,1778530253.110281
7109,9.12500000,1778530327.803324
7114,8.87500000,1778530403.749111
7119,9.12500000,1778530477.566974
7124,8.75000000,1778530552.555405
7129,9.25000000,1778530629.366235
7134,8.87500000,1778530702.597022
7139,9.12500000,1778530777.232660
7144,8.93750000,1778530853.981490
7149,8.87500000,1778530928.746221
7154,9.06250000,1778531003.610301
7159,9.18750000,1778531080.517419
7164,8.93750000,1778531154.498219
7169,9.12500000,1778531229.776700
7174,9.00000000,1778531306.557781
7179,9.06250000,1778531381.369214
7184,8.75000000,1778531455.242071
7189,9.12500000,1778531532.224996
7194,9.00000000,1778531609.604965
7199,8.81250000,1778531684.038184
7204,9.00000000,1778531759.998451
7209,8.87500000,1778531836.935748
7214,8.87500000,1778531911.882348
7219,8.87500000,1778531985.952723
7224,8.93750000,1778532062.756110
7229,9.12500000,1778532138.538413
7234,9.00000000,1778532212.517687
7239,9.00000000,1778532288.188773
7244,9.25000000,1778532362.897190
7249,9.00000000,1778532438.383529
7254,8.87500000,1778532515.910439
7259,8.93750000,1778532590.251549
7264,9.00000000,1778532665.200050
7269,9.25000000,1778532739.838403
7274,9.18750000,1778532816.778885
7279,8.93750000,1778532892.108804
7284,9.06250000,1778532966.737149
7289,9.25000000,1778533043.002947
7294,9.00000000,1778533118.472138
7299,8.93750000,1778533193.381523
7304,9.00000000,1778533270.259553
7309,8.87500000,1778533345.576414
7314,8.87500000,1778533432.037051
7319,9.12500000,1778533517.793408
7324,9.25000000,1778533595.473100
7329,8.75000000,1778533672.633554
7334,9.00000000,1778533750.804007
7339,8.87500000,1778533828.329676
7344,8.87500000,1778533902.796654
7349,8.87500000,1778533978.030019
7354,8.93750000,1778534054.897176
7359,8.87500000,1778534130.323086
7364,8.87500000,1778534205.974526
7369,9.00000000,1778534283.561440
7374,9.18750000,1778534361.654925
7379,8.87500000,1778534438.175420
7384,8.87500000,1778534512.964425
7389,9.12500000,1778534589.828170
7394,9.25000000,1778534663.306972
7399,9.00000000,1778534738.694578
7404,9.00000000,1778534815.194158
7409,9.18750000,1778534890.624737
7414,8.93750000,1778534966.024568
7419,8.87500000,1778535041.577144
7424,9.18750000,1778535118.496639
7429,9.00000000,1778535193.259274
7434,9.00000000,1778535265.790099
7439,9.00000000,1778535343.102241
7444,8.87500000,1778535418.712919
7449,8.87500000,1778535492.210677
7454,9.12500000,1778535568.190830
7459,9.25000000,1778535642.936621
7464,9.06250000,1778535717.280612
7469,8.75000000,1778535794.217880
7474,9.00000000,1778535870.018437
7479,9.12500000,1778535944.067569
7484,9.00000000,1778536020.705764
7489,9.12500000,1778536095.024713
7494,8.81250000,1778536170.440946
7499,9.00000000,1778536245.473331
7504,8.81250000,1778536321.159297
7509,8.93750000,1778536395.580120
7514,9.00000000,1778536470.130251
7519,8.87500000,1778536547.871158
7524,9.18750000,1778536623.322205
7529,9.12500000,1778536696.739096
7534,8.75000000,1778536774.459806
7539,9.00000000,1778536847.826235
7544,9.00000000,1778536922.682711
7549,9.00000000,1778536998.192529
7554,8.68750000,1778537073.084145
7559,9.00000000,1778537148.439200
7564,9.12500000,1778537224.886878
7569,8.93750000,1778537300.488348
7574,9.00000000,1778537375.849987
7579,9.00000000,1778537451.285708
7584,9.25000000,1778537529.138375
7589,8.87500000,1778537604.251410
7594,8.93750000,1778537677.209078
7599,9.12500000,1778537754.525884
7604,8.93750000,1778537828.444144
7609,9.12500000,1778537903.760021
7614,9.00000000,1778537980.220501
7619,9.06250000,1778538055.022636
7624,8.87500000,1778538130.863542
7629,8.81250000,1778538208.230631
7634,9.12500000,1778538283.141828
7639,8.93750000,1778538356.995033
7644,9.00000000,1778538431.804801
7649,9.00000000,1778538507.849477
7654,9.18750000,1778538581.999036
7659,9.12500000,1778538657.783072
7664,9.06250000,1778538735.423174
7669,9.12500000,1778538809.537843
7674,8.87500000,1778538883.207622
7679,8.87500000,1778538960.070635
7684,8.93750000,1778539034.103508
7689,9.12500000,1778539108.333289
7694,8.87500000,1778539185.845703
7699,9.12500000,1778539260.582039
7704,8.81250000,1778539335.170454
7709,9.25000000,1778539411.688359
7714,9.00000000,1778539486.044019
7719,9.25000000,1778539560.073359
7724,9.12500000,1778539635.825045
7729,9.25000000,1778539710.630145
7734,8.87500000,1778539785.339918
7739,9.12500000,1778539859.929348
7744,9.12500000,1778539937.997987
7749,8.87500000,1778540012.778027
7754,9.12500000,1778540086.763153
7759,9.00000000,1778540163.738093
7764,9.00000000,1778540240.165925
7769,8.81250000,1778540315.343596
7774,9.06250000,1778540389.696385
7779,9.25000000,1778540465.748583
7784,9.12500000,1778540539.802746
7789,9.00000000,1778540615.827129
7794,9.12500000,1778540692.627563
7799,8.93750000,1778540768.009725
7804,8.87500000,1778540842.903897
7809,9.00000000,1778540920.732048
7814,9.00000000,1778540995.868555
7819,9.06250000,1778541070.399690
7824,9.00000000,1778541145.717228
7829,8.93750000,1778541222.145861
7834,9.00000000,1778541298.489475
7839,8.87500000,1778541374.503913
7844,8.87500000,1778541452.266048
7849,9.12500000,1778541527.526620
7854,9.00000000,1778541602.248915
7859,8.68750000,1778541676.188916
7864,9.12500000,1778541753.121313
7869,8.81250000,1778541827.840725
7874,9.06250000,1778541902.487654
7879,9.00000000,1778541979.550012
7884,9.06250000,1778542055.192970
7889,9.12500000,1778542129.499283
7894,9.06250000,1778542207.535937
7899,9.12500000,1778542282.688369
7904,9.06250000,1778542356.586753
7909,8.62500000,1778542431.047751
7914,9.06250000,1778542508.922652
7919,9.00000000,1778542584.188538
7924,9.06250000,1778542658.028717
7929,8.75000000,1778542735.023210
7934,8.93750000,1778542809.119076
7939,8.93750000,1778542883.328238
7944,8.87500000,1778542959.678543
7949,8.87500000,1778543033.278630
7954,9.06250000,1778543108.762375
7959,9.12500000,1778543184.730701
7964,8.81250000,1778543258.930343
7969,9.00000000,1778543333.327674
7974,8.87500000,1778543409.457507
7979,9.06250000,1778543485.940886
7984,9.06250000,1778543560.948617
7989,9.00000000,1778543636.675336
7994,9.00000000,1778543713.617435
7999,9.18750000,1778543789.288605
8004,9.12500000,1778543864.334697
8009,9.06250000,1778543941.586623
8014,9.12500000,1778544017.602903
8019,9.06250000,1778544094.500022
8024,9.00000000,1778544168.225424
8029,8.93750000,1778544245.699523
8034,9.12500000,1778544320.323415
8039,9.00000000,1778544395.690094
8044,9.00000000,1778544470.814496
8049,9.06250000,1778544548.217998
8054,9.12500000,1778544623.785823
8059,9.06250000,1778544698.836469
8064,9.00000000,1778544775.793536
8069,9.00000000,1778544851.400601
8074,9.12500000,1778544925.922008
8079,9.00000000,1778545001.375294
8084,8.93750000,1778545080.918695
8089,8.87500000,1778545155.693239
8094,8.87500000,1778545231.676781
8099,9.00000000,1778545309.394296
8104,8.87500000,1778545385.281031
8109,8.87500000,1778545460.606294
8114,9.00000000,1778545536.822549
8119,9.25000000,1778545614.929465
8124,8.93750000,1778545689.635628
8129,8.81250000,1778545765.153749
8134,8.93750000,1778545838.425538
8139,8.87500000,1778545913.893511
8144,9.00000000,1778545988.799903
8149,8.87500000,1778546062.972442
8154,9.00000000,1778546139.633907
8159,8.87500000,1778546214.165515
8164,9.00000000,1778546288.910894
8169,8.87500000,1778546366.270225
8174,9.00000000,1778546442.353823
8179,9.06250000,1778546516.970968
8184,9.00000000,1778546592.963284
8189,9.25000000,1778546670.978194
8194,8.93750000,1778546747.374667
8199,9.12500000,1778546820.970367
8204,9.00000000,1778546897.631159
8209,8.75000000,1778546972.584097
8214,9.00000000,1778547047.176637
8219,8.93750000,1778547122.563989
8224,8.87500000,1778547198.663503
8229,9.12500000,1778547272.825811
8234,8.75000000,1778547346.630612
8239,9.12500000,1778547421.973447
8244,8.87500000,1778547495.078903
8249,9.00000000,1778547568.835587
8254,9.25000000,1778547644.750844
8259,9.25000000,1778547719.315940
