timestamp,epoch,step_in_epoch,steps_per_epoch,global_step,loss
2026-05-17T13:16:58Z,0,2401,20976,2400,7.5845
2026-05-17T13:19:01Z,0,2411,20976,2410,7.6649
2026-05-17T13:22:24Z,0,2421,20976,2420,7.8645
2026-05-17T13:23:58Z,0,2431,20976,2430,7.8405
2026-05-17T13:25:51Z,0,2441,20976,2440,7.0009
2026-05-17T13:28:28Z,0,2451,20976,2450,7.4587
2026-05-17T13:30:40Z,0,2461,20976,2460,8.2432
2026-05-17T13:33:20Z,0,2471,20976,2470,7.2422
2026-05-17T13:36:51Z,0,2481,20976,2480,8.2433
2026-05-17T13:39:15Z,0,2491,20976,2490,7.8027
2026-05-17T13:42:10Z,0,2501,20976,2500,7.9241
2026-05-17T13:44:37Z,0,2511,20976,2510,8.7754
2026-05-17T13:46:50Z,0,2521,20976,2520,7.7052
2026-05-17T13:49:14Z,0,2531,20976,2530,8.491
2026-05-17T13:51:54Z,0,2541,20976,2540,8.4189
2026-05-17T13:54:15Z,0,2551,20976,2550,8.1046
2026-05-17T13:57:41Z,0,2561,20976,2560,8.2341
2026-05-17T14:01:00Z,0,2571,20976,2570,8.4565
2026-05-17T14:03:36Z,0,2581,20976,2580,8.0232
2026-05-17T14:06:13Z,0,2591,20976,2590,8.0332
2026-05-17T14:08:46Z,0,2601,20976,2600,8.3044
2026-05-17T14:11:32Z,0,2611,20976,2610,7.1649
2026-05-17T14:14:16Z,0,2621,20976,2620,8.4306
2026-05-17T14:17:56Z,0,2631,20976,2630,8.3772
2026-05-17T14:21:06Z,0,2641,20976,2640,7.234
2026-05-17T14:23:17Z,0,2651,20976,2650,7.9162
2026-05-17T14:26:30Z,0,2661,20976,2660,7.2154
2026-05-17T14:28:31Z,0,2671,20976,2670,7.41
2026-05-17T14:31:18Z,0,2681,20976,2680,7.7971
2026-05-17T14:33:31Z,0,2691,20976,2690,7.516
2026-05-17T14:35:57Z,0,2701,20976,2700,7.5324
2026-05-17T14:39:00Z,0,2711,20976,2710,7.5444
2026-05-17T14:41:56Z,0,2721,20976,2720,8.5578
2026-05-17T14:44:00Z,0,2731,20976,2730,8.0212
2026-05-17T14:46:05Z,0,2741,20976,2740,8.1303
2026-05-17T14:49:04Z,0,2751,20976,2750,7.8463
2026-05-17T14:52:45Z,0,2761,20976,2760,8.06
2026-05-17T14:54:50Z,0,2771,20976,2770,7.0978
2026-05-17T14:57:30Z,0,2781,20976,2780,7.3751
2026-05-17T14:59:43Z,0,2791,20976,2790,7.8353
2026-05-17T15:02:29Z,0,2801,20976,2800,7.8368
2026-05-17T15:04:56Z,0,2811,20976,2810,7.6712
2026-05-17T15:06:57Z,0,2821,20976,2820,7.8571
2026-05-17T15:09:07Z,0,2831,20976,2830,8.1014
2026-05-17T15:11:23Z,0,2841,20976,2840,8.2405
2026-05-17T15:13:48Z,0,2851,20976,2850,8.4457
2026-05-17T15:16:13Z,0,2861,20976,2860,7.989
2026-05-17T15:18:43Z,0,2871,20976,2870,8.2954
2026-05-17T15:22:57Z,0,2881,20976,2880,8.0842
2026-05-17T15:25:12Z,0,2891,20976,2890,7.8339
2026-05-17T15:27:55Z,0,2901,20976,2900,8.0941
2026-05-17T15:30:47Z,0,2911,20976,2910,7.2603
2026-05-17T15:32:42Z,0,2921,20976,2920,8.255
2026-05-17T15:35:10Z,0,2931,20976,2930,8.0097
2026-05-17T15:37:02Z,0,2941,20976,2940,8.2236
2026-05-17T15:38:46Z,0,2951,20976,2950,8.2679
2026-05-17T15:42:08Z,0,2961,20976,2960,7.4498
2026-05-17T15:44:51Z,0,2971,20976,2970,7.4404
2026-05-17T15:47:39Z,0,2981,20976,2980,8.4553
2026-05-17T15:50:35Z,0,2991,20976,2990,7.5273
2026-05-17T15:54:12Z,0,3001,20976,3000,8.1084
2026-05-17T15:57:33Z,0,3011,20976,3010,7.3168
2026-05-17T15:59:28Z,0,3021,20976,3020,8.7602
2026-05-17T16:01:38Z,0,3031,20976,3030,8.561
2026-05-17T16:04:14Z,0,3041,20976,3040,7.6097
2026-05-17T16:06:15Z,0,3051,20976,3050,7.7323
2026-05-17T16:08:38Z,0,3061,20976,3060,8.0112
2026-05-17T16:11:29Z,0,3071,20976,3070,8.1197
2026-05-17T16:15:32Z,0,3081,20976,3080,7.1438
2026-05-17T16:18:16Z,0,3091,20976,3090,7.6342
2026-05-17T16:20:42Z,0,3101,20976,3100,7.9829
2026-05-17T16:23:15Z,0,3111,20976,3110,8.2455
2026-05-17T16:26:08Z,0,3121,20976,3120,7.4575
2026-05-17T16:28:03Z,0,3131,20976,3130,7.0257
2026-05-17T16:30:56Z,0,3141,20976,3140,7.8646
2026-05-17T16:33:01Z,0,3151,20976,3150,7.8692
2026-05-17T16:35:15Z,0,3161,20976,3160,7.8795
2026-05-17T16:37:41Z,0,3171,20976,3170,8.0964
2026-05-17T16:40:32Z,0,3181,20976,3180,8.166
2026-05-17T16:43:14Z,0,3191,20976,3190,8.4793
2026-05-17T16:45:56Z,0,3201,20976,3200,8.0114
2026-05-17T16:48:09Z,0,3211,20976,3210,8.0553
2026-05-17T16:50:25Z,0,3221,20976,3220,7.422
2026-05-17T16:54:43Z,0,3231,20976,3230,8.411
2026-05-17T16:58:11Z,0,3241,20976,3240,7.2956
2026-05-17T17:00:23Z,0,3251,20976,3250,7.4692
2026-05-17T17:04:24Z,0,3261,20976,3260,7.6239
2026-05-17T17:07:03Z,0,3271,20976,3270,7.9646
2026-05-17T17:10:18Z,0,3281,20976,3280,7.746
2026-05-17T17:13:37Z,0,3291,20976,3290,8.7906
2026-05-17T17:16:17Z,0,3301,20976,3300,7.5874
2026-05-17T17:18:50Z,0,3311,20976,3310,7.4777
2026-05-17T17:20:38Z,0,3321,20976,3320,7.0899
2026-05-17T17:23:14Z,0,3331,20976,3330,7.7289
2026-05-17T17:25:12Z,0,3341,20976,3340,8.1157
2026-05-17T17:29:24Z,0,3351,20976,3350,8.2829
2026-05-17T17:32:17Z,0,3361,20976,3360,8.1813
2026-05-17T17:34:59Z,0,3371,20976,3370,8.3772
2026-05-17T17:38:23Z,0,3381,20976,3380,8.1578
2026-05-17T17:40:57Z,0,3391,20976,3390,7.3833
2026-05-17T17:44:26Z,0,3401,20976,3400,8.3444
2026-05-17T17:47:14Z,0,3411,20976,3410,8.2816
2026-05-17T17:50:20Z,0,3421,20976,3420,7.4821
2026-05-17T17:52:33Z,0,3431,20976,3430,7.5589
2026-05-17T17:54:56Z,0,3441,20976,3440,8.5119
2026-05-17T17:57:05Z,0,3451,20976,3450,6.8312
2026-05-17T18:00:23Z,0,3461,20976,3460,8.1633
2026-05-17T18:03:54Z,0,3471,20976,3470,7.6379
2026-05-17T18:07:09Z,0,3481,20976,3480,8.0963
2026-05-17T18:09:42Z,0,3491,20976,3490,8.0599
2026-05-17T18:12:51Z,0,3501,20976,3500,7.7156
2026-05-17T18:15:33Z,0,3511,20976,3510,7.868
2026-05-17T18:17:55Z,0,3521,20976,3520,7.9488
2026-05-17T18:20:34Z,0,3531,20976,3530,8.6895
2026-05-17T18:22:43Z,0,3541,20976,3540,7.2743
2026-05-17T18:25:48Z,0,3551,20976,3550,8.156
2026-05-17T18:28:10Z,0,3561,20976,3560,7.8559
2026-05-17T18:31:33Z,0,3571,20976,3570,7.4965
2026-05-17T18:34:50Z,0,3581,20976,3580,7.9021
2026-05-17T18:37:23Z,0,3591,20976,3590,7.2714
2026-05-17T18:39:16Z,0,3601,20976,3600,7.5471
2026-05-17T18:42:06Z,0,3611,20976,3610,7.7774
2026-05-17T18:46:06Z,0,3621,20976,3620,7.7758
2026-05-17T18:49:35Z,0,3631,20976,3630,7.7135
2026-05-17T18:52:57Z,0,3641,20976,3640,7.2125
2026-05-17T18:54:59Z,0,3651,20976,3650,7.745
2026-05-17T18:57:29Z,0,3661,20976,3660,7.3136
2026-05-17T19:00:56Z,0,3671,20976,3670,8.2337
2026-05-17T19:02:50Z,0,3681,20976,3680,7.8374
2026-05-17T19:05:15Z,0,3691,20976,3690,7.6503
2026-05-17T19:07:27Z,0,3701,20976,3700,7.747
2026-05-17T19:09:47Z,0,3711,20976,3710,7.7603
2026-05-17T19:12:14Z,0,3721,20976,3720,8.0012
2026-05-17T19:14:40Z,0,3731,20976,3730,7.2803
2026-05-17T19:18:29Z,0,3741,20976,3740,8.2207
2026-05-17T19:21:15Z,0,3751,20976,3750,6.9069
2026-05-17T19:23:54Z,0,3761,20976,3760,7.7155
2026-05-17T19:26:01Z,0,3771,20976,3770,7.5069
2026-05-17T19:28:09Z,0,3781,20976,3780,7.5064
2026-05-17T19:30:25Z,0,3791,20976,3790,7.7636
2026-05-17T19:34:03Z,0,3801,20976,3800,7.3987
2026-05-17T19:37:01Z,0,3811,20976,3810,7.5936
2026-05-17T19:39:19Z,0,3821,20976,3820,7.3242
2026-05-17T19:41:27Z,0,3831,20976,3830,7.0435
2026-05-17T19:44:26Z,0,3841,20976,3840,7.7144
2026-05-17T19:46:29Z,0,3851,20976,3850,7.9581
2026-05-17T19:48:54Z,0,3861,20976,3860,6.9599
